,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TCGA-EW-A1OV-01A,0.021441288,0.0036251838,0.24905513,0.16341384,-0.14217879,0.14833705,-0.038864583,0.16032341,-0.13066632,0.014315083,-0.1334912,-0.04668023,-0.0075912527,0.23214783,0.16112533,-0.03285275,0.055839624,0.17550658,-0.028475335,-0.036246136,0.004623921,-0.075585924,-0.14172208,0.109757796,0.02031577,-0.1701698,-0.37365308,0.023719668,0.0021306642,-0.23553926,0.029509336,0.18760516,-0.2610394,-0.27126315,-0.12725045,-0.22600602,-0.017421797,0.110245615,-0.15600379,0.06221139,-0.07208112,0.046622172,0.041576225,-0.03994365,-0.20731808,-0.08054575,-0.09497761,0.13973548,0.14948535,0.1654265
TCGA-EW-A1P6-01A,-0.1455341,0.048025068,0.23701769,0.06967716,-0.12390204,0.026221272,0.04369021,0.11435181,-0.08830459,0.021474892,-0.16744587,-0.030999381,0.10341514,0.18284486,0.18800609,0.03504594,0.010044246,0.36436114,-0.015249075,-0.2880946,-0.008248868,0.0045989463,0.04238499,0.13358091,-0.084908865,0.18893799,-0.33425292,-0.15035932,0.0066875834,-0.13110873,-0.042234693,0.12261275,-0.2051044,-0.3037194,-0.058543984,-0.17762846,-0.08214433,0.09127951,-0.10067879,0.018381778,-0.1795977,0.17425334,0.021461071,-0.07842941,-0.12040661,-0.0027246682,-0.041870337,0.020216398,0.12510188,0.15162411
TCGA-AC-A6IX-01A,-0.097703174,-0.0067399964,0.13182642,0.032282345,-0.030359076,0.120892465,0.104317956,0.05291864,-0.13169256,0.03502808,-0.015169394,0.10227935,0.08661088,0.24429087,0.06439785,0.0887573,0.115063496,0.31831518,-0.019461282,-0.19727416,0.018574536,0.10640371,-0.12219634,0.082618326,-0.015885029,0.056957636,-0.3943885,0.021399105,0.04403038,-0.1433905,-0.08465249,0.109509446,-0.2609138,-0.2695681,-0.15451348,-0.2898851,-0.1363071,0.009732441,-0.12995952,0.071334966,-0.022381566,0.051861096,0.10823619,-0.10693148,-0.113625266,-0.12763941,0.016277844,0.14962089,0.25208846,0.12173257
TCGA-E2-A1IE-01A,-0.08249676,0.06381619,0.14617372,0.055661388,-0.23117496,0.21800776,0.1441536,0.05702072,-0.2035139,-0.042996544,0.04132786,-0.12055692,0.079472244,0.18713523,0.26836905,0.0009133704,-0.016664024,0.2402066,0.062427156,-0.16785689,0.14259984,0.024822012,-0.09000628,0.12622805,-0.067771465,0.0690145,-0.35501388,0.001338106,0.033664647,-0.24098222,-0.121423684,0.10584067,-0.23083207,-0.13725537,-0.06690103,-0.2564749,-0.09297658,0.005543653,-0.1095131,-0.05757774,-0.024718842,0.11686072,0.12399153,-0.15335129,-0.10486909,-0.13119474,-0.10875715,0.07438541,0.19729301,0.08482255
TCGA-D8-A1JG-01B,-0.20383559,-0.004995567,0.30147076,0.2053283,-0.017624952,0.1731982,-0.032234192,0.10520372,-0.2186443,0.06414833,-0.010522823,0.013740312,0.010814534,0.24919343,0.15165688,0.01826402,0.03739977,0.20924719,-0.11360756,-0.11043069,-0.0118304165,0.012207699,-0.10111134,0.1256914,-0.09279017,-0.071780056,-0.32257235,-0.039166104,0.119235024,-0.103257366,-0.09189027,0.09697551,-0.23419572,-0.17096819,-0.1486795,-0.17557988,-0.1120293,0.10463701,0.027295046,-0.0819252,-0.15690453,0.17876627,0.09284497,-0.1798806,-0.15791652,-0.08552885,-0.13524398,0.035238966,0.25450838,0.06667563
TCGA-3C-AALI-01A,-0.15890998,0.12674573,0.19953723,0.004265937,-0.10956605,0.13766994,-0.06436906,0.11815528,-0.0047410773,0.11408092,0.03244005,-0.043081086,-0.021951597,0.22684503,0.17331864,0.030036658,0.09500379,0.29318026,0.01180636,-0.0816438,0.01626749,0.012423917,-0.11624359,0.12842807,0.03454213,0.06688537,-0.3984438,0.015724137,0.03654079,-0.23935077,-0.062147208,0.017633192,-0.2740601,-0.25435513,0.06134424,-0.14109367,-0.008182269,0.16117166,-0.14017074,0.0070951944,-0.17305249,0.09569241,0.16532984,-0.10636762,-0.14315166,-0.044084765,-0.102327004,0.13266836,0.2091828,0.17333911
TCGA-A2-A25E-01A,-0.2767894,0.018999726,0.26857194,0.028414056,-0.11767006,0.14700972,0.08262159,0.14267851,-0.15621153,-0.070968844,-0.0019586773,-0.016570937,0.0656672,0.21631558,0.22957626,0.058201987,0.027763236,0.25134185,-0.02555019,-0.169427,-0.09170613,0.017748687,-0.21610558,0.12426672,-0.11668364,0.029981986,-0.30445918,0.025927313,0.10619198,-0.19759168,-0.1456412,0.088846415,-0.26637927,-0.11593389,-0.03953944,-0.19832946,-0.10839506,0.038038805,-0.00607178,-0.03220275,-0.09630616,0.13296017,0.07893844,-0.055627823,-0.0758546,-0.08832461,-0.14232916,0.02759119,0.24196224,0.17346548
TCGA-OL-A6VR-01A,-0.12004171,0.06401019,0.23649399,0.050357964,-0.13544394,0.1095855,-0.101227604,0.053993125,-0.15568356,-0.08842851,0.0688553,0.06431054,0.053871423,0.26131523,0.04608656,-0.007550352,0.0014207752,0.14475544,-0.1801424,-0.22211164,0.039711744,0.021102855,-0.18659039,0.14060971,-0.06689241,0.10365317,-0.3256647,0.03981516,0.008849035,-0.23266569,-0.045988847,0.15336993,-0.26488197,-0.22549014,-0.08256646,-0.1301618,-0.089854755,0.14115219,-0.1339315,0.088946685,-0.08028124,0.13033047,0.112284325,-0.2076443,-0.11380768,-0.14908901,-0.01433735,-0.017386125,0.29628098,0.043680843
TCGA-XX-A89A-01A,-0.1421799,0.09210077,0.16298862,0.04190119,-0.17967525,0.18168846,-0.11107292,0.10648013,-0.13476662,0.011189954,-0.09214698,-0.089266874,0.049184192,0.22851284,0.12241019,0.05444984,0.04199644,0.17964736,-0.09227647,-0.15429707,-0.042157453,-0.07400873,-0.10515431,0.16564138,0.029786373,-0.18668543,-0.26148856,-0.11355304,0.001855908,-0.13463446,-0.029902462,0.004377463,-0.22934523,-0.3028441,-0.06780277,-0.26206616,-0.10620682,0.09930201,-0.111824326,0.1684038,-0.112575606,0.19562007,0.10922377,-0.2027263,-0.17227341,-0.057582337,-0.010651618,0.074282974,0.21504919,0.17344579
TCGA-AC-A5XU-01A,-0.13943313,0.025597313,0.1908918,0.06533868,-0.22171883,0.20757866,0.05522944,-0.052711237,-0.1538874,0.009934694,0.10704682,-0.027187042,0.03161984,0.2635615,0.25362542,0.07033901,0.03744232,0.19412099,-0.01884879,-0.19547985,-0.0040597585,-0.022077786,-0.17704144,0.03728156,-0.083964415,0.10885325,-0.26980728,-0.09708592,-0.03020475,-0.19704242,-0.04556408,-0.0036409532,-0.21929291,-0.20977952,-0.20762704,-0.22004893,-0.11403801,-0.06815193,-0.08927389,-0.028235963,-0.09498665,0.19461618,0.07327388,-0.1788242,-0.038953107,-0.018730445,-0.01953066,0.17683156,0.24861485,0.14814188
