,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
TCGA-BH-A201-01A,0.024345657,-0.011757703,0.01798916,0.064852,-0.0696465,0.024537297,0.09800765,-0.055014163,0.006772383,0.040111586,0.015718795,0.018144142,-0.046245154,0.10452629,0.101672634,-0.06915984,0.015264208,0.049747746,0.047322836,0.075582154,0.028807344,0.004078217,-0.050104596,0.20061941,-0.016081223,0.039274875,-0.13847893,0.0088931015,-0.07542242,-0.020043092,0.0034637668,0.08054614,-0.11523636,-0.058404047,-0.082701094,-0.12698284,-0.05097861,-0.03086567,-0.052555114,0.0027276182,-0.017307274,0.017560644,0.054374922,-0.13755964,0.00011168836,-0.043651205,-0.0073288884,0.11268279,0.123135135,0.04428441,0.01840263,0.20801729,0.019383268,0.10513806,-0.104034,0.04805702,0.09809452,0.06969837,0.011500975,0.0055188695,-0.023869362,0.012345908,-0.08020405,0.004697286,0.061986722,-0.064050816,0.18526548,0.0376646,-0.048165027,0.048604913,-0.16792163,0.040226765,0.023120414,-0.1515855,0.08626442,-0.045652702,-0.08371643,-0.012035358,0.08742806,-0.083298214,0.035312183,0.025611345,-0.021523345,0.036351014,0.004898102,-0.10063754,0.011062136,0.07540535,0.11413074,0.046540506,0.013900067,-0.11343409,-0.005484729,0.003837249,0.066681296,0.012181956,-0.14689912,0.1078191,0.05005608,-0.07846722,-0.083599195,-0.0013712386,0.14778072,-0.027663074,-0.07203221,0.07948218,-0.0727205,0.043872777,0.0060259304,-0.123168856,-0.10557609,-0.03707992,-0.035700675,0.018676642,0.21919703,0.01657615,0.07602353,0.021608097,-0.08185887,-0.072968945,0.09194235,-0.1649311,-0.0053237197,-0.0058543556,-0.043725286,-0.014925567,0.0077132373,0.041057248,-0.0031276012,0.103806645,0.08533224,-0.02540991,-0.06727181,0.008284316,-0.12019116,-0.004630647,-0.03390541,-0.04226607,-0.013676189,0.14208478,0.016564861,-0.011429584,0.0052809096,-0.019808771,0.017800268,0.018535605,-0.09703301,-0.09032967,0.012325815,0.055973947,-0.025373435,0.120249666,0.04977485,0.056664675,-0.04654144,-0.01900071,0.11277498,-0.04700298,-0.009010618,-0.041977804,-0.072998956,-0.06371163,0.058018196,-0.053600408,4.0886338e-05,-0.031253446,0.07649001,0.06803251,0.064033,0.03782276,-0.14685258,-0.010858867,-0.059300452,0.029247675,0.0066656587,-0.10305538,-0.030186009,0.03973393,0.061654408,0.1079917,-0.04160257,-0.08008397,-0.0070351977,0.06117833,0.03130357,-0.027581329,-0.0037081237,-0.0055636223,-0.06705071,0.07319358,-0.042812526,-0.002343263,-0.06002381,0.037408058,-0.0368583,0.057249907,0.022103366,0.0028212583,-0.09610616,0.035713583
TCGA-AR-A2LK-01A,0.024928471,-0.0031897554,0.097867206,0.1387381,-0.039348338,0.093987204,-0.012871204,-0.033292066,0.12126787,0.064352006,-0.05300288,0.011612577,-0.06247474,0.118907504,0.007296406,-0.044647418,-9.898137e-05,0.08584926,-0.046076942,-0.052087337,0.07990176,0.039218076,0.06905849,0.10093715,-0.040851574,0.11242148,-0.17970999,-0.021684626,0.01002808,-0.04710242,0.034950122,0.06032614,-0.11049769,-0.12840562,-0.05503959,-0.1539629,-0.04171504,-0.009390047,-0.07666311,0.013520548,-0.07981527,0.020448934,-0.030087871,-0.007935202,-0.013374452,-0.12173384,-0.031750396,0.052877706,0.07127681,0.0346482,-0.03438943,0.016410073,-0.0117088575,0.06008227,-0.033553053,-0.09188855,0.0740779,-0.004174691,0.03994478,-0.059549604,-0.046934687,0.033950403,-0.06873127,0.085052766,-0.01949655,-0.05723199,0.16086929,-0.0018917248,-0.004696275,0.102000535,-0.12812756,-0.025964292,0.086477235,-0.2179994,0.09454062,-0.10780182,0.017965496,0.009363721,0.02658604,-0.08327249,0.06675323,0.0032595906,0.004197456,0.0075956276,-0.10426694,-0.06259409,0.0106390845,0.10979582,0.12801911,0.04591993,-0.08709866,-0.1038718,0.022834541,-0.007973712,0.074329875,-0.10457769,-0.08066288,0.030929979,0.018979961,-0.10334685,-0.016307943,-0.035465933,0.046522874,-0.024531176,-0.061933804,-0.027066348,0.058397252,0.04624537,0.0082567595,-0.07434857,0.020298421,0.0165058,-0.04223423,-0.0013700755,0.12767337,0.041841876,-0.028576845,0.00619586,-0.06849787,-0.023377212,0.0790412,-0.23442739,-0.019944701,-0.015615497,-0.08439683,0.0073943795,-0.028159132,0.011408342,-0.0129409805,0.06192362,0.19825119,-0.031205133,-0.052410636,-0.030469256,-0.21596771,-0.015909826,-0.05492389,-0.09025742,-0.08316745,0.0137232905,0.092074715,-0.07419578,-0.09474622,0.0018791358,0.0029814905,0.02444971,-0.053050514,-0.07266789,0.0040844404,0.06474555,-0.07570097,0.07937888,0.041422278,-0.005900606,0.0092045935,0.034362003,0.15667705,-0.09868232,0.025469575,-0.074643366,-0.023861932,-0.078939416,0.021538451,-0.023624277,-0.0031034374,0.014672949,0.053754076,0.051017426,0.035417758,-0.057923336,-0.10143029,-0.16351193,-0.005063778,0.028153537,0.05480855,-0.13195603,-0.06839607,0.01706416,0.071902625,0.061197508,-0.06373627,-0.0032521207,-0.066288695,0.055331267,0.053040784,0.020595646,-0.026241206,-0.037335653,-0.026136326,0.03527577,0.0011899722,-0.003596474,-0.030881016,0.050527174,0.04922151,-0.0036763276,0.022458078,0.0050149625,-0.08571541,0.04664151
TCGA-B6-A0WW-01A,-0.026428435,0.060513828,0.111638404,0.04853218,0.02180147,0.07950006,0.06221904,-0.005857436,-0.04307763,0.058500946,-0.014576453,-0.06116594,-0.13975698,0.02917869,0.09287044,-0.032989603,0.0013166448,0.17189282,0.07854193,-0.035784777,-0.007740124,0.043657944,-0.004428197,0.11576409,-0.08395402,0.091713354,-0.117754355,-0.025317097,-0.04274812,-0.004089672,0.10255816,0.059901334,-0.10802963,-0.13793072,-0.08023799,-0.14927998,-0.06844697,-0.07126382,-0.09222304,-0.04355111,0.06031187,0.097605936,0.0841704,-0.012221638,-0.06034455,-0.086374834,-0.015165089,0.079389505,0.11558145,0.10633349,-0.027953465,0.10071813,0.02830035,0.09932074,-0.020978034,-0.0043034945,0.1487026,-0.0038326893,-0.08302927,0.026380105,-0.022978883,0.036806565,-0.008241618,0.14545539,0.004765442,-0.046247467,0.13555546,0.0836078,-0.0978454,0.015763834,-0.13689278,0.022426765,0.046174448,-0.20530622,-0.009696965,0.01087317,-0.0009680194,0.04881529,-0.020990234,0.048815873,0.041536707,0.03889318,0.024404705,-0.020254113,-0.0853439,-0.092128165,0.03184167,0.07872144,0.116854705,0.00919857,0.02396678,-0.063031845,0.040038202,-0.04594393,0.05517573,-0.10578082,-0.091145486,0.026460456,0.08001704,-0.06545291,-0.047300603,-0.06358342,0.054798372,-0.04896188,-0.036445424,-0.013708691,0.01950162,-0.072229765,-0.024125822,-0.07193058,-0.044689395,-0.006510971,-0.056680452,0.07110118,0.17734626,0.024772594,0.11425772,0.046129763,-0.054201663,-0.023822824,0.12975912,-0.15073572,0.021924954,0.030552045,-0.018702885,0.022479583,-0.041355252,0.007070549,-0.009554959,0.027581707,0.04999303,0.063158825,-0.027524026,0.0546263,-0.1898528,0.056620557,-0.059727564,0.038858462,-0.0892613,0.05648595,-0.04196263,-0.042691223,0.039247885,0.1085191,-0.0037090161,0.0438596,-0.11564253,0.07549772,-0.0010920032,-0.054697752,-0.053321015,0.029614724,0.011177197,-0.013916175,-0.02697626,-0.031587023,0.06435201,-0.008604018,0.030549482,-0.041590728,-0.06919367,-0.1008341,0.044526722,-0.083115295,0.033099595,-0.008620022,0.06529692,-0.011538789,0.014057301,0.11112732,-0.10421938,-0.08797785,-0.028661322,0.083010055,0.044023655,-0.034570765,-0.021039829,0.014050915,0.073369265,0.1826762,-0.017117703,-0.11830925,-0.0032749637,0.023024114,0.055640675,0.038363617,-0.07342922,-0.01996317,-0.08695074,0.06421678,-0.038048696,0.022434985,-0.06186631,0.02836947,0.015921736,0.015313854,-0.02166661,-0.004986807,-0.10788631,0.09844271
TCGA-C8-A1HJ-01A,-0.079972364,0.022803213,0.12657146,0.12602168,0.020437617,0.08510746,-0.00271587,-0.04760831,-0.016184095,0.049721844,-0.011827735,-0.040233858,-0.083296746,0.08789657,0.11378005,-0.003321785,0.045793004,0.045730487,-0.021216163,-0.107849136,-0.008941045,0.06739027,-0.047622684,0.0275029,-0.070299275,0.078153595,-0.15982558,-0.080205515,0.053556193,-0.037994843,0.0995313,0.08018457,-0.111672804,-0.1559126,-0.07082055,-0.089926794,-0.09838677,-0.07486839,-0.08270592,-0.03954718,0.002899537,0.018174022,-0.016134564,-0.13163115,-0.050172005,0.012189894,-0.0347747,0.08618845,0.05114936,0.06887991,0.10798723,0.1344179,0.02334824,0.028486494,-0.10274499,-0.035605308,0.15891527,-0.03679248,-0.04497943,-0.058945186,-0.010265161,0.0012630874,-0.030623976,-0.019821571,0.07489466,-0.034804896,0.14300385,-0.019294163,-0.1119131,0.056758262,-0.10089677,-0.0713557,0.023846468,-0.16188802,0.043094862,-0.013347483,0.062281,0.056526918,0.034346227,-0.052809004,0.060598727,0.070239455,-0.12216057,0.03209985,-0.013853993,-0.011028339,1.8798011e-05,0.09154201,0.13355587,-0.061299656,0.0054167365,-0.087911606,0.09366427,0.06250632,0.12251474,-0.07902785,-0.06886152,0.01012044,0.016718253,-0.08880442,-0.07495378,-0.031889427,0.123177536,-0.058578923,-0.04857832,0.08927955,0.06437708,0.0043078493,0.050010808,-0.06651798,-0.08035893,-0.010575534,-0.069593996,0.08902868,0.07181503,0.045391716,0.03956112,-0.09667209,-0.009769103,0.009220453,0.07040468,-0.14808598,0.04875169,-0.046751816,-0.07711684,0.065452814,-0.0257723,-0.03236881,0.008952354,0.03914662,0.0930608,-0.00884886,-0.060576815,0.0012395999,-0.21786895,-0.025036132,-0.05458603,-0.10402034,-0.079084314,-0.012128622,-0.029437475,-0.014921633,-0.068328254,0.021946738,0.06882481,0.028049728,-0.061032664,-0.087389484,-0.06425315,-0.017965354,-0.009297853,-0.044180676,0.0123570645,0.052515622,-0.09604521,0.075676374,0.023730226,-0.055460434,0.02957997,-0.120078474,-0.035947572,-0.07048136,0.010749077,-0.0744069,-0.038671747,0.034375526,0.030181307,0.03938441,0.008695336,0.0008588211,-0.12382626,-0.0955309,-0.01967192,0.08954338,0.021215219,-0.110382676,-0.056928907,-0.031804614,0.054198112,0.1636562,-0.050367646,-0.061215248,-0.07365086,-0.011476718,-0.021454459,0.00082390767,-0.047745492,-0.09142433,-0.05521384,-0.011622607,0.026052322,0.019293606,-0.06890978,-0.044871278,-0.07978344,0.06860264,0.021837234,0.09568447,-0.09586274,-0.002887338
TCGA-GM-A2DD-01A,-0.041323893,0.043758772,0.14396366,0.11561262,0.012199902,0.03241004,0.0056245727,0.029176759,0.046815682,-0.0157591,0.06631448,0.010976762,-0.021058235,0.048012953,0.01550829,-0.056986853,-0.0034514747,0.10211298,-0.04445833,-0.046947177,0.03276134,0.022339188,-0.021749016,0.09790787,-0.10243007,0.08681582,-0.1360173,-0.052519295,-0.0002269991,-0.017510038,0.075324036,0.0501539,-0.13146958,-0.09062494,-0.1238291,-0.18197002,-0.021187589,-0.0085556945,-0.03895609,-0.03278869,0.031766597,-0.063406944,0.06762015,-0.050576776,-0.03994754,-0.104749836,0.014547411,0.05166311,0.18705453,0.100873746,0.063609704,0.07028939,0.018155033,0.16105947,-0.1183298,0.0345126,0.12008579,0.049990192,-0.04468674,-0.05785627,-0.058469217,0.05203356,-0.1595566,0.10432713,-0.07739951,-0.13675554,0.133666,0.010345411,-0.096063,0.065926425,-0.072396375,0.018668402,0.09870764,-0.024169588,0.06419211,-0.07270983,0.022854276,0.03216581,0.038984805,-0.044013027,0.0458206,0.06466841,-0.022880381,-0.074990764,0.01194082,-0.03973001,-0.014811159,0.1194259,0.12848103,-0.0091123,-0.11251429,-0.08134226,0.006611311,-0.063466474,0.07272882,-0.05957875,-0.064098746,0.07228338,0.003889438,-0.01913942,-0.0561846,0.022684442,0.023655603,-0.01178528,-0.052628472,-0.0185974,0.037112735,0.00727645,0.01829755,-0.017101325,-0.057867438,0.020456664,-0.03649167,0.07100928,0.082033575,0.07051375,0.018760363,-0.039445862,-0.10816951,0.0020574536,0.11405409,-0.12682472,-0.010174565,0.05965923,0.056076463,0.037847813,-0.06980415,0.06413382,-0.03214108,0.007196311,0.13688639,0.04300959,-0.038642302,-0.013642585,-0.18372077,-0.020614816,-0.10552041,-0.05650482,-0.025425978,0.029662771,-0.0058901077,-0.058173794,-0.11903743,0.012687385,-0.013925422,0.028704625,-0.11809783,-0.1343161,-0.083885886,-0.015898041,-0.054123476,-0.029830527,0.056936994,0.059368815,-0.07686634,0.05632034,0.060006697,-0.05179234,0.020804657,-0.04282858,-0.009465515,-0.05713746,0.009369644,-0.12790675,0.009309002,-0.026317654,0.078194045,0.027529513,-0.037192594,0.07213332,-0.115435325,-0.12721434,-0.007822359,0.09467266,0.0407978,-0.08076746,-0.07820797,0.046676192,0.06718656,0.13980927,-0.039308615,-0.07266275,-0.027138798,-0.007831725,0.08218265,-0.004691105,-0.08944199,-0.031900913,-0.046596184,-0.021957122,0.015777139,-0.10785179,-0.016981682,0.03788913,-0.12746705,0.01665575,0.07896856,0.054324977,-0.06729386,0.016175857
TCGA-PL-A8LX-01A,0.038634747,0.050114106,0.051372886,0.10552267,0.07104204,0.10514198,0.0785721,0.012858539,0.03798068,-0.032738153,-0.07408393,-0.06900315,-0.08421503,0.115969256,0.03938455,-0.05779979,0.0928438,0.11364623,-0.048299335,-0.01940669,-0.0021550374,0.06927232,0.011590757,0.029467119,0.018391619,0.07671022,-0.16260394,-0.07300356,-0.07039925,-0.0032547466,0.022636442,0.029705416,0.0010119211,-0.08662295,-0.058144577,-0.09691673,-0.012054155,-0.06463065,-0.06732316,-0.029267492,0.013416199,-0.060445827,-0.033353273,-0.013597943,-0.06979814,-0.01919227,-0.1336343,0.056973472,0.12220256,0.03695024,0.010967776,0.122377835,0.04809643,0.096072435,-0.06482216,-0.009527864,0.11627639,0.033671815,-0.06524602,0.029157855,0.002955627,0.047070205,-0.06247688,0.13608022,-0.00871487,-0.03900972,0.08906753,0.051514495,-0.03413714,0.05290077,-0.083625644,-0.07246318,0.015226976,-0.19465595,0.08135289,-0.11011183,-0.0056780498,0.108847454,0.052318122,-0.05463593,0.083757125,0.017197454,0.01868969,-0.057790905,-0.060939614,0.0133602545,0.0036868074,0.07111589,0.12623516,-0.012656779,0.035007387,-0.12653711,0.030591762,0.022977583,0.067522176,-0.10613493,-0.056178298,0.0639939,0.02732828,-0.061932784,-0.09057928,-0.052112576,0.12782842,0.02458278,-0.08963377,0.04637928,-0.024495367,-0.09347421,-0.04077442,-0.05516888,-0.17538913,-0.049693942,-0.01305827,-0.021265099,0.08045933,0.024881197,0.021078449,-0.06688621,-0.043788813,0.027965058,0.068184525,-0.106618434,-0.02092501,-0.07023369,-0.004353377,0.086439244,-0.037827365,0.025330465,-0.042441763,0.006374826,0.14604421,-0.0066814534,0.03172506,-0.015426637,-0.20313893,0.0027327454,-0.08753214,-0.09555432,-0.11306544,0.006994567,0.007884282,-0.13342619,-0.0044734124,0.02792613,0.05130845,0.0647926,-0.04444516,-0.03574077,-0.030609032,-0.029908286,-0.0630158,0.055064168,0.115740135,0.010432683,-0.046631727,0.13578829,0.03429089,-0.004198643,0.043503806,-0.019189944,-0.0681087,-0.082612015,0.029543838,-0.13626577,-0.10187572,-0.025982015,-0.017839974,-0.020174555,0.007881892,0.039257817,-0.029950831,-0.15619703,0.040162303,0.07324374,0.09878829,-0.044030808,-0.072732106,0.067730814,0.09846807,0.14777741,0.0012098204,-0.1241669,-0.09497621,0.0500168,0.01996524,0.008504756,-0.078680836,0.017985707,-0.06472669,0.08795823,-0.13367262,0.005939549,-0.014755438,-0.019353056,-0.030278102,0.04859439,0.0634603,0.011897433,-0.07074094,0.014488881
TCGA-OL-A5RW-01A,0.0016899054,0.026078604,0.13129386,0.123708665,-0.072807714,0.113187835,-0.019090919,-0.0052274624,0.009992005,0.052563988,-0.029448781,0.015929168,-0.021219768,0.054882616,0.01209264,0.012590314,0.035763633,0.032110453,0.066682614,-0.024596669,0.045500834,-0.027758148,0.07194321,0.06646551,0.0016385169,0.027355773,-0.22203247,-0.055187553,-0.08855812,-0.06747899,0.08287535,-0.028001523,-0.044934202,-0.11708918,-0.057132393,-0.18754685,-0.061786607,-0.051477723,0.03383103,-0.03339921,-0.027015055,-0.0017964898,0.040977266,-0.037270986,-0.07883844,-0.09401051,-0.11556401,0.025353173,0.04136823,0.1346106,-0.0025643867,0.10048278,0.060327146,0.11907925,-0.07607138,0.0036846388,0.1551107,0.027850367,-0.03290914,0.017951861,0.066777155,0.022806264,-0.095421046,0.117367305,0.10670441,-0.052924596,0.09404244,0.008385523,-0.12581909,0.097813815,-0.09252371,0.030021295,0.04068922,-0.071909755,0.054040387,-0.007049087,0.018049465,0.014051248,0.02289781,-0.007438232,0.09729967,-0.0046540853,-0.060162675,0.017693752,-0.067022964,-0.04751023,-0.046091303,0.13974185,0.1444728,-0.039280962,-0.022744518,-0.07761775,0.10333085,0.04514613,0.045486808,-0.12572333,-0.049819667,-0.0403378,0.09522104,-0.03416864,-0.09654378,0.08785541,0.08984342,0.014052776,-0.022632392,0.04893701,0.05524886,0.011751802,0.072340675,-0.06441497,-0.11574541,-0.066943884,-0.07133296,0.0622594,0.049826503,-0.0003700832,-0.010646244,-0.011152621,-0.011160438,0.03482076,0.020715993,-0.18158375,0.04041207,0.0016256566,-0.056992766,-0.009527804,-0.08819816,0.12078451,0.015461319,0.011591883,0.15590139,-0.041458786,-0.012598719,-0.015494759,-0.20606023,-0.04818786,-0.09578252,-0.07217109,-0.06340771,-0.07130558,0.009848137,-0.06417649,-0.0054744286,-0.088947296,-0.008139898,0.01566979,-0.07410135,-0.018921228,0.03812805,0.02986337,-0.014555712,-0.011378574,0.10503741,0.053925335,-0.04547544,0.02201131,0.08922232,0.019038185,-0.028840456,-0.06549437,-0.07844069,-0.054420065,0.01265281,-0.08448683,-0.116132736,-0.0076962593,0.058456067,0.017009592,0.062842555,0.063590825,-0.06835272,-0.06440083,-0.033331297,0.06233639,0.09573026,-0.10997589,-0.12391981,-0.012643046,-0.03509973,0.08479805,-0.08018274,-0.06438747,-0.10165577,-0.019598715,-0.007892027,0.0371455,-0.024986291,-0.023760173,-0.13911726,0.0008446532,-0.06089507,0.01579907,-0.0104972655,-0.008547384,-0.025422815,0.010974432,0.069733344,0.07747984,-0.14343591,0.029368194
TCGA-AC-A6NO-01A,-0.009215236,0.0033959325,0.11154491,0.08352978,-0.063108444,0.15251921,0.05892781,0.002471267,0.051206768,0.049004387,0.011624605,-0.08183251,-0.06056653,0.09955129,0.11703032,0.008375099,0.037644345,0.10979982,-0.01126398,-0.013371082,0.03220144,0.08634776,-0.04130411,0.07219221,-0.02047043,0.10893513,-0.040262092,0.016236328,0.0363662,-0.0023634124,0.034615144,0.02080465,-0.054872867,-0.13088334,-0.04033578,-0.12722005,-0.0635366,-0.008574635,-0.011724787,0.029349973,-0.033412732,-0.010943715,0.0320344,-0.050853778,-0.054314487,-0.025499063,-0.05225049,0.07363926,0.13224626,0.09714117,0.04784647,0.084259525,0.08668128,0.074990734,-0.068586186,-0.019747598,0.09731333,0.023203751,-0.057463575,0.062666565,-0.14170024,0.055546746,-0.00289543,0.088986844,-0.02316165,-0.081391886,0.16859917,-0.021086365,-0.06483186,0.03535135,-0.0798852,-0.02823236,0.02641976,-0.17910312,0.07790793,-0.005249704,-0.033939935,0.08507423,0.003555127,0.035852462,0.04764949,-0.018819071,-0.08186891,0.01961943,-0.09779927,0.025956584,-0.065788925,0.08842955,0.11247959,-0.062109318,0.048102878,-0.102195576,0.039205004,-0.02583635,0.11795682,-0.027085189,-0.14863132,0.043282237,0.027769344,0.0012098714,-0.0072058667,-0.036735862,0.103541054,0.021910364,-0.09651659,0.062418316,0.05383622,-0.007151769,0.02959906,-0.0051421756,-0.02329812,0.066415355,-0.06430636,0.06605311,0.04915679,0.057924077,-0.009282952,-0.1119074,-0.040635526,-0.05358762,0.099306315,-0.16200075,0.040365003,-0.0074837822,-0.043903165,-0.010010102,0.020132339,0.03829919,0.07910182,0.050906602,0.15022822,-0.02924598,-0.086087175,-0.0014992738,-0.14905022,0.07181009,-0.117160775,0.03374294,-0.07303167,-0.024446782,0.043908317,-0.13875197,0.021597827,-0.0018127796,0.02466257,-0.07301695,-0.05807739,-0.044412933,0.02576156,-0.086872555,-0.065644756,0.046859823,0.06338259,0.14007697,-0.10393943,0.0043505193,0.032140803,-0.078163765,0.053955078,-0.010813086,-0.08342417,-0.041983888,-0.01861953,-0.14332773,-0.013133816,-0.056978837,0.029624686,-0.04405241,0.01237788,-0.03264261,-0.029582279,-0.10195022,0.04295479,0.10281725,0.058283832,-0.17804252,-0.07372817,0.017044421,0.120730676,0.17127416,-0.057901654,-0.093192115,-0.085108005,0.024090301,0.06365321,0.118062966,-0.017914172,0.018680027,-0.010122141,0.009327589,0.025812238,0.034387708,0.051261082,0.09183636,-0.00986166,-0.06330405,0.07302506,-0.0076921172,-0.082483426,0.016300146
TCGA-E2-A1LH-01A,0.05638915,0.061081026,0.08647103,0.14647439,-0.04296736,0.07578126,-5.4426837e-05,-0.048203256,0.04589754,-0.0062432704,-0.0039980374,-0.07086712,-0.08467637,0.060362913,0.07089972,0.015617173,-0.022114225,0.13149662,-0.033223085,0.028478645,0.0019400987,-0.030339167,-0.019403845,0.05682145,0.061487198,0.028485626,-0.17468083,-0.042071324,-0.01060765,-0.0719538,0.053387925,0.03865042,-0.019615306,-0.18251817,-0.08212994,-0.14198361,-0.061155383,-0.027080197,-0.043593038,0.002503268,0.03936681,0.07594472,-0.03241395,-0.03412382,-0.012347643,-0.10739925,0.010734514,0.057829823,0.118143655,0.10696656,0.10718987,0.066266,0.011952911,0.10427204,-0.1276654,-0.12164562,0.046326984,0.053343497,-0.029044138,-0.10476787,-0.01830645,0.06294671,-0.08197863,0.07692933,0.04144687,-0.053447355,0.08103594,0.050012134,-0.07279029,0.047365412,-0.113304056,-0.038095497,0.02527322,-0.14176987,0.10751135,-0.06960284,0.009157552,0.086063765,0.036974087,0.00029521855,0.018886155,0.01189391,-0.05703355,-0.0759417,-0.044098146,-0.017678155,-0.05489949,0.027999572,0.08935198,-0.05794665,-0.025088837,-0.1253986,-0.032917634,-0.064593434,0.093828484,-0.086990856,-0.047489803,0.04846892,0.022629248,-0.060336392,-0.13213503,-0.07491508,0.06723637,-0.064704165,-0.045829058,0.012157066,-0.03479482,-0.04970747,0.003967116,0.032659862,-0.11863286,-0.026293477,0.08078654,0.05355093,0.10382545,0.09008103,0.029861068,-0.11220395,-0.07217805,-0.09558632,0.05810932,-0.09128344,0.013790313,-0.02672791,-0.017146586,0.04906201,-0.03959694,0.03994027,-0.027924035,0.05632727,0.2048027,-0.06117082,-0.061364148,0.026339674,-0.1336371,-0.030765612,-0.07046348,-0.021555718,-0.045637082,0.006490911,0.07120651,-0.051261026,-0.03696094,-0.041623667,0.010049685,0.017294629,-0.1272414,-0.06742036,0.01842965,-0.086842574,-0.068204045,0.03755741,0.049399298,-0.0047261724,-0.110405095,0.01036327,0.10089226,-0.0010787338,-0.008142233,-0.05213636,-0.13859305,-0.09927655,0.031809606,-0.12309366,-0.051699042,-0.022280447,0.06245138,0.04885972,-0.010265176,0.073871076,-0.017908027,-0.14610448,-0.08593379,0.0644753,0.061633352,-0.07797237,-0.16409297,0.0763764,0.11095947,0.14545694,-0.0030641698,-0.037352838,-0.1282275,-0.011456424,0.064954706,0.07526587,-0.01933156,-0.018377742,-0.021890962,0.0050564073,0.028519467,0.009786202,-0.04307411,-0.031985708,-0.005956664,0.01005917,-0.003764747,0.005237373,-0.10549246,0.019240238
TCGA-D8-A1XC-01A,0.011247556,-0.015346925,0.08045863,0.14799228,-0.014515606,0.07266863,-0.024215473,0.0081648305,0.03575112,0.038297307,-0.017771868,0.032725222,-0.08926848,0.11305602,0.15520918,0.0044641336,0.047274984,0.13139562,0.014063938,0.033855528,-0.02167186,0.0019831494,-0.04064026,0.17496882,0.0072266706,0.052235186,-0.12344756,0.027855251,-0.05263426,-0.031120991,0.05663526,-0.014318073,-0.06135098,-0.13384385,-0.025593437,-0.14406615,-0.056004032,-0.02411162,-0.09493005,0.0014020879,-0.026608128,-0.057625063,-0.0046538766,-0.030144386,-0.09439381,-0.049024247,-0.026079955,0.010497886,0.10428636,0.08934487,0.008241638,0.08851924,0.0063791494,0.16447344,-0.066986874,0.0320211,0.03195117,0.0013321867,-0.044006478,-0.040287137,-0.011505714,0.072971545,-0.12099662,0.10676096,0.05671305,-0.039429944,0.08374452,0.08629211,-0.120066784,0.11029371,-0.09135922,-0.058558606,0.044304,-0.13033202,0.09127844,-0.055818357,-0.0014900613,0.060897097,0.008731717,-0.0046930313,0.03506475,0.058797065,0.030683009,0.00447639,0.072263464,-0.07968172,0.05949842,0.028868446,0.15096404,-0.0668514,0.029378036,-0.18607959,0.07835934,0.017840397,0.05052771,-0.07224667,0.03510237,0.10375589,0.025609626,-0.106458806,-0.11777767,0.004883787,-0.02206593,0.028649567,-0.04482082,-0.039035033,-0.05459217,0.009545655,0.011388184,-0.05820937,-0.046555776,-0.043991446,0.04676284,0.05390784,0.14957173,-0.0011054092,0.029781312,-0.035240427,0.038136713,0.03717102,0.06838958,-0.13867788,-0.02305979,-0.02455229,-0.030800715,0.023005305,0.0021795242,0.09525266,0.0069736443,0.0011246416,0.09803417,-0.03875979,-0.10882189,0.0021906104,-0.12091748,-0.043568566,-0.0714583,-0.11951886,-0.015029726,0.04720902,0.030415032,-0.10964592,0.008427846,-0.03665804,-0.031433523,-0.014180688,-0.09473605,0.009342258,0.0013454392,0.040979963,-0.055263016,-0.011604879,0.009898241,0.036753565,-0.1278068,0.085927546,0.08848636,0.058334243,-0.00040454508,-0.016249072,-0.0339788,-0.04136474,0.0020020648,-0.10725851,-0.09369376,0.016142802,0.120471194,0.09830784,-0.03135139,0.045004595,-0.0931788,-0.106326565,0.052454416,0.082397744,0.03494462,-0.087285265,-0.11310889,-0.022925492,0.11977853,0.16388552,-0.006918339,-0.15064067,-0.09308769,0.033018265,0.082542405,0.007258397,-0.07323619,0.03889898,-0.1202126,0.055562478,-0.02097752,-0.035960656,-0.05160738,0.028047366,-0.0106871845,-0.01927458,0.11312183,0.017378632,0.04083758,0.03513168
