,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-EW-A1OV-01A,-0.09277368,0.0009159348,0.16322789,-0.01427409,0.0030065721,0.046263117,-0.05858242,0.04532686,-0.04012488,0.0058826273,-0.082434766,-0.053372227,-0.048939075,0.2906754,0.113649204,-0.053554293,-0.026837435,0.22824295,-0.029644273,-0.005731926,0.040186495,0.012061415,-0.009945052,0.1141235,-0.071377344,0.010165031,-0.21018578,-0.04170288,0.013898919,-0.19408226,0.04023487,0.05101552,-0.21688308,-0.06712983,-0.14276186,-0.16650309,-0.10158836,0.10832072,-0.050532427,0.041398652,-0.012718852,0.03369251,0.060547967,-0.17393056,-0.15033151,0.041633025,-0.012144948,0.07067666,0.12122807,0.16252895,0.08060098,0.16718481,0.046081845,0.17012364,-0.14447385,0.06598759,0.17023511,-0.0410447,-0.10580532,0.02621918,0.02531355,-0.015490112,-0.08173203,0.08650242,-0.0572739,-0.020840082,0.055428762,0.01654012,-0.111816935,0.022146715,-0.07739507,-0.04088473,0.037853196,-0.08372108,0.030677935,0.01475172,0.07467807,0.07318625,0.048154514,-0.027615072,0.0071374546,0.02253534,-0.12929738,0.073672436,-0.07245371,-0.068827376,-0.0601145,0.20202775,0.19319676,0.0009816686,0.06601954,-0.04099256,-0.08074257,0.037177354,0.046125796,-0.19262664,-0.055889383,-0.2235073,0.110591725,-0.12953492
TCGA-EW-A1P6-01A,-0.17238046,0.068774454,0.16839279,0.10522552,-0.10156381,0.02929095,-0.04072842,0.08720894,-0.094298735,-0.02375193,-0.06879915,-0.012525281,0.02804202,0.17197156,0.13761163,-0.0389325,0.06283638,0.11662469,-0.0785077,-0.14185053,-0.011273255,0.018244628,-0.15058018,0.09251644,-0.012942117,0.006298421,-0.2453519,-0.028366333,-0.024632854,-0.16588415,-0.071458824,-0.040861573,-0.19182421,-0.1950164,-0.025232945,-0.1294565,-0.04533014,0.073331386,-0.06760124,-0.017728534,-0.037665658,0.06281774,0.058402624,-0.0624774,-0.118383296,-0.120079495,-0.011347562,0.013653373,0.2290112,0.132372,0.06246633,0.11397428,0.0258503,0.12996243,0.12453348,0.025669554,0.11595542,-0.025149617,-0.03910682,0.10380811,0.098084986,-0.09260679,-0.07793546,-0.034346744,-0.017296752,0.015976073,0.17284319,-0.04938443,-0.134619,0.09819199,-0.104243614,0.025966145,-0.03137149,-0.13149562,0.21837078,-0.0429005,-0.05266477,0.099104054,0.13385409,-0.042913556,0.030599728,-0.034711264,-0.07964855,0.051092785,-0.028262949,-0.07174945,-0.0062235217,0.089207456,0.2213432,0.046068374,0.11261488,0.10663634,-0.08714308,0.14717676,0.035167266,-0.05065646,-0.07587664,-0.056179296,0.16804501,-0.08807128
TCGA-AC-A6IX-01A,-0.09496981,0.044233907,0.15139543,0.088399254,-0.013005396,0.14651325,0.046320096,0.12587526,-0.1328224,-0.071753256,-0.07313829,0.01046688,-0.11912925,0.20983665,0.085487686,-0.04170003,0.120438844,0.07167143,0.0004925766,-0.14410011,0.0030007903,-0.011811523,-0.08234703,0.0064521707,0.023925414,0.026007889,-0.18385069,0.0051859026,-0.03783793,-0.22633353,-0.060564436,0.15048069,-0.11826199,-0.14965904,0.01038892,-0.0537356,-0.017752703,-0.020210614,-0.040535014,0.1158673,-0.009787146,0.2041304,-0.0035260478,0.014751637,-0.1244145,-0.06251506,-0.09143289,0.13357079,0.05389769,0.039923854,-0.052272763,0.203568,0.11444729,0.05849758,0.0753638,0.006974261,0.038311172,0.06716379,-0.1438609,0.024820322,0.040204093,-0.083270855,-0.022238748,0.087951265,0.10621376,-0.07835287,0.105610155,-0.003253588,-0.051017515,0.009481314,-0.1592793,-0.028017988,-0.018771362,-0.11540663,0.07573645,0.03645618,0.0721541,0.14092457,0.16076447,-0.110033624,0.09755837,-0.095151894,-0.18886219,0.102167636,-0.109384306,-0.045847893,0.08501296,0.16445325,0.23655958,0.00858304,0.0028039871,-0.017056452,-0.0020153283,0.18304154,0.15771225,-0.05685607,-0.14501652,-0.047086578,-0.0010240992,-0.092591174
TCGA-E2-A1IE-01A,-0.117039226,-0.04253107,0.20894286,0.08403042,-0.16995123,0.051922306,-0.0034086457,0.09049867,-0.09107008,-0.109063536,-0.0034078674,-0.052459765,0.034354255,0.1254795,0.16657169,0.027411891,-0.02473282,0.112345815,0.05874487,-0.1308755,-0.062479742,0.04864657,-0.12950264,0.047585625,-0.025998969,0.03711558,-0.25353387,-0.0922795,0.012705469,-0.121512294,-0.09170141,0.20132194,-0.20695537,-0.23493941,-0.022845238,-0.092402846,0.045072164,-0.036501106,-0.10937973,0.020599756,-0.038303208,0.07547662,-0.041760173,-0.1327021,-0.024361463,-0.014579513,0.06393999,0.14615099,0.10759032,0.086756445,-0.034057677,0.17808428,0.010137282,0.17628466,-0.07342767,0.036108177,0.0358766,0.02322695,-0.08746727,-0.024421046,0.021215608,-0.012608633,-0.0683484,0.12042755,0.09869542,0.021839239,0.18586965,0.006205545,-0.13513157,0.081608094,-0.08310329,0.040020224,-0.13556716,-0.12569897,-0.072571784,0.06672617,-0.080615774,0.12815559,0.15092222,-0.044162136,0.008422493,-0.05983249,-0.10152941,-0.009129253,-0.063497536,-0.05720539,-0.06948675,0.13021386,0.12535559,0.045003846,0.0736978,-0.10347525,-0.042004302,0.15004306,0.12615728,-0.13516326,-0.02772585,-0.12484501,0.10333183,-0.013530754
TCGA-D8-A1JG-01B,-0.10976177,0.07564252,0.14150465,-0.0058954987,-0.08074532,0.13736764,0.049312856,0.0953342,-0.104548424,-0.023667464,-0.11883602,-0.06106786,0.009831327,0.14257036,0.17018624,-0.05637623,0.008841975,0.18727589,-0.07529497,-0.12619646,0.10523215,0.0017595162,-0.059445698,0.052695084,-0.03049023,-0.018503442,-0.23537171,-0.08256886,0.004732645,-0.21848044,0.01987251,0.10038827,-0.10933068,-0.109183274,-0.02213277,-0.21214831,0.031748794,0.11121235,-0.08171751,-0.028155344,-0.08097152,0.054066453,0.031867195,-0.027646143,-0.040299404,-0.066080704,-0.07340572,0.08994762,0.19609547,0.026744908,0.007779405,0.17879467,-0.027346931,-0.005117493,0.0031871866,0.023871234,0.078452505,-0.09167995,-0.09966039,0.014951852,0.053292338,0.054957088,-0.022946974,0.079610206,0.006322825,-0.01919021,0.22862153,0.08746319,-0.04897385,0.119021304,-0.07866575,0.058760922,-0.04800646,-0.07052718,0.045591388,0.061140083,0.027779048,0.15880404,0.18805328,-0.10051099,-0.00879874,-0.06720705,-0.08418813,0.036205944,-0.02026862,-0.11216983,-0.15992428,0.21267991,0.23581629,-0.039239388,0.1496261,-0.048587296,-0.022985214,0.09779732,0.06628669,-0.14816914,-0.1363831,-0.029708514,0.06635913,-0.080397815
TCGA-3C-AALI-01A,-0.112246014,-0.026269032,0.20146605,0.038909134,-0.046522018,0.11253394,0.020869073,0.029308757,-0.032880668,0.030494846,-0.058211565,-0.03158867,0.0112934,0.20371562,0.09887052,-0.088544495,0.07403406,0.23420729,-0.016599772,-0.14533935,0.034788832,-0.023172662,-0.053355534,0.03969387,-0.06993303,0.10028955,-0.17803629,-0.13688146,0.012388921,-0.22725183,-0.09360078,0.061754145,-0.13848469,-0.008425701,-0.024716001,-0.13786227,0.0056291544,0.08234503,-0.08251708,-0.048868008,-0.017406192,0.120012514,0.11873297,-0.079635635,-0.10300567,-0.13357604,-0.10446869,0.06025161,0.16288047,0.09837618,0.063962236,0.21470842,0.04027816,0.03678327,-0.07393352,0.039159976,0.017027255,0.07404645,-0.084308766,0.049232244,0.047080602,-0.07235796,-0.05680318,0.017125241,-0.019418111,-0.04134995,0.117116235,-0.09842877,-0.13426915,-0.03814348,-0.15548362,0.09237517,-0.023040071,-0.09039023,0.13129576,-0.06983548,-0.0026915376,0.08670526,0.15637037,-0.03552523,-0.00046374212,-0.002242022,-0.075790055,0.14951016,-0.010737652,0.0005521636,-0.1430436,0.19968589,0.25360945,0.020433078,0.10181082,-0.016056223,-0.07264647,0.055285145,0.02574073,-0.0908363,-0.086007535,-0.06818315,0.1477021,-0.18099591
TCGA-A2-A25E-01A,-0.036799774,-0.0003365976,0.20146284,0.07907301,-0.12399833,0.08489258,0.061788503,0.050240874,-0.08688315,0.034518972,-0.03252293,-0.061680783,0.04879265,0.22837515,0.10616361,0.044334233,0.0095438855,0.10009368,-0.068009935,-0.129402,0.062691785,0.032339748,-0.0020385038,0.05583005,0.0012948911,0.05713247,-0.30460173,-0.05272881,-0.06964569,-0.2131508,-0.042474363,0.13076319,-0.106730305,-0.11296729,0.070448056,-0.12925477,-0.08549616,0.03959848,-0.067158595,0.100938424,-0.031043312,0.10353432,0.10316442,-0.05093742,-0.0837802,-0.03476887,-0.027611252,0.0212252,0.20074925,0.14454813,-0.0064215036,0.18303268,0.006554405,0.14321539,0.051245216,0.06982888,0.015896982,-0.043740477,-0.037066363,-0.0126010645,0.088090025,-0.08948064,-0.06477102,0.0035847896,-0.054416116,0.0946588,0.10841399,-0.059092324,-0.09337595,0.10079962,-0.15310349,0.09407591,-0.07712139,-0.056167625,0.08809559,-0.044812042,0.037739344,0.076680936,0.14928786,-0.013273064,-0.030466247,-0.15462165,-0.05590931,0.105538115,-0.05248677,-0.1094282,-0.0310906,0.16027237,0.12129435,0.026548918,0.08979744,-0.0808569,-0.05018053,0.19352806,0.08138524,-0.20744118,-0.040396746,-0.068661444,-0.011032729,-0.22386396
TCGA-OL-A6VR-01A,-0.18416154,0.03137576,0.12750755,0.09864277,-0.09310917,0.078588136,-0.1012197,0.078052215,-0.0691687,-0.00050334644,-0.07422067,-0.059932668,0.055831276,0.20258635,0.0886339,-0.017108437,0.0638743,0.18205595,0.0741114,-0.032546703,0.057285085,-0.04176659,0.000212043,0.143558,-0.091204524,0.1000055,-0.18713543,-0.017585292,-0.011962738,-0.11764727,0.030943615,-0.056988936,-0.18648337,-0.1830869,-0.029248303,-0.16449548,-0.10927665,0.048089266,-0.058941,-0.07356095,-0.110627316,0.13813734,0.08769848,-0.107134014,-0.024279209,0.010083522,-0.1302665,0.041304477,0.16337292,0.07014132,0.033810787,0.13274391,-0.007809603,0.071469374,0.08302792,-0.0067450395,0.059636522,-0.071445495,-0.10976727,0.011131068,0.006373498,-0.13034754,-0.040178563,0.14160609,0.023085644,-0.024191367,0.08631805,0.047217716,-0.21320763,-0.021960653,-0.14195001,-0.08020516,-0.08481049,-0.12608401,0.0956903,-0.013900112,0.0032995923,0.06434162,0.08681407,-0.024849707,0.079211965,-0.1397971,-0.08216828,0.15409952,-0.036403466,-0.06688697,-0.17224014,0.14170967,0.17588025,0.011261663,0.12640959,-0.046101972,-0.050960235,0.110893056,0.049261965,-0.13657846,-0.1089759,-0.13020112,0.042849515,-0.18312395
TCGA-XX-A89A-01A,-0.07082357,-0.041715216,0.15519728,0.008927763,-0.111574836,0.098844275,-0.01089801,0.05622521,-0.115836106,0.017618695,-0.1483145,-0.03742408,-0.002455916,0.13465583,0.14810503,-0.0891624,0.018581348,0.09550975,-0.12286388,-0.1220784,0.006104201,-0.026812656,-0.09416344,-0.03450682,-0.07795811,0.040304795,-0.2307527,-0.0026567464,0.06919506,-0.12432462,-0.040902294,0.055902462,-0.06940164,-0.016057745,-0.048705667,-0.16856319,-0.019166056,0.115760855,-0.077179685,0.023025844,-0.055205602,0.1621987,0.07446637,-0.1402207,-0.020759825,0.026991963,-0.019980023,0.041965887,0.1369876,0.12986882,0.08591181,0.23082308,0.08744334,0.0840967,0.0060090562,0.12293195,0.06520448,-0.09456257,-0.13741465,0.07713499,0.045387357,-0.08507659,-0.086615644,0.12188821,0.041896258,-0.045435537,0.22576107,-0.061370045,-0.088004164,0.04269728,-0.15204197,-0.009520339,0.05406248,-0.11907704,0.20417298,-0.029861035,0.037216038,0.18686277,0.12057128,-0.037588652,0.045223605,-0.07278649,-0.09184727,0.14983831,-0.10692343,0.016220875,-0.11929592,0.18028115,0.21388285,-0.089110255,-0.016748024,-0.0028637445,-0.06861127,0.06888907,0.08722828,-0.08511237,-0.0816276,-0.053544123,0.09232122,-0.1267079
TCGA-AC-A5XU-01A,-0.08594156,0.09165344,0.053602535,0.021233791,-0.0870737,0.13903967,-0.012981925,0.03812441,-0.08596782,-0.038128417,0.017724156,0.10482848,-0.01796077,0.2365193,0.122024864,-0.045370076,0.116528116,0.21207869,-0.109899305,-0.010169149,-0.049880065,0.070123486,-0.122116044,0.054420285,-0.07838619,0.09131924,-0.25234598,-0.016801028,0.0238243,-0.03289728,-0.12748852,0.099428475,-0.08637463,-0.14209756,-0.09100859,-0.16825217,-0.06620939,0.07663253,-0.019148652,0.018725704,-0.04685843,0.102743156,0.06175804,-0.107472844,-0.0783097,-0.04674981,-0.12507309,0.18987454,0.1250252,0.059805512,0.012546615,0.11052963,0.07909559,0.109151766,-0.021528322,0.09824877,0.054138016,0.05336025,-0.12144452,0.08916707,0.03417999,-0.059492625,-0.06603186,0.045612678,0.007997138,0.035416745,0.16046378,0.023870809,-0.15108001,0.13852201,-0.080622844,0.1470713,-0.04525087,-0.13823597,0.03904508,0.06476874,0.065133214,0.12255583,0.1276585,-0.06650165,0.016055875,0.053752482,-0.16180287,0.025852451,-0.017435355,-0.20257787,0.014840242,0.12172021,0.17498107,-0.07336304,0.10350907,-0.039696343,-0.051893655,0.17636222,0.08373247,-0.039784744,-0.12732291,-0.08207207,0.016829109,-0.17023247
