,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-C8-A27B-01A,0.011401735,-0.13691457,0.083787,0.05360068,0.04635873,0.08026823,-0.049737588,0.045701917,-0.08170105,0.1250569,-0.0041002915,-0.00068504695,0.024022069,0.23308459,0.17435184,0.01942341,0.068042085,0.052938204,0.047791135,-0.15087596,-0.080483265,-0.10293139,-0.03819562,0.12584715,-0.0017590263,-0.10600516,-0.22084099,-0.04027656,0.044074696,-0.075410746,-0.08929982,-0.029715369,-0.17360891,-0.19570467,-0.15274534,-0.16075784,-0.03874126,-0.022366863,-0.04542103,-0.07123537,-0.12216392,0.09405997,0.11560918,-0.096338816,-0.009140962,0.006302572,0.018208938,0.03189407,0.059891775,0.1778604,0.108414814,-0.03755963,0.04058419,0.02708493,-0.017363338,-0.024998998,0.06222088,0.02931588,-0.09796857,0.0047935154,0.032548647,0.034492888,-0.1232367,0.16204646,-0.05162622,-0.0052696075,0.21938406,0.0040147807,-0.08959363,-0.025348498,-0.19768149,0.100485444,0.023605352,-0.2719293,0.1813298,0.04373176,-0.012277047,0.04620907,0.1484464,-0.04698304,0.039170183,-0.15018535,0.008372934,0.08216989,-0.057631116,-0.14831151,-0.008302229,0.10892571,0.17068067,-0.04419714,0.05556473,-0.087646425,0.13446233,0.057229333,0.14112759,-0.08669579,-0.06638064,-0.07446413,0.08010203,-0.032075793
TCGA-A2-A0CT-01A,0.059043977,-0.15757543,0.06158746,0.030746132,-0.019643588,-0.0008855368,0.013863789,-0.028322164,-0.057101406,0.14766386,-0.026818696,-0.004846318,0.064961486,0.26200125,0.15890479,-0.0041333046,0.039723195,0.0765532,0.03445291,-0.16851628,-0.0056319823,-0.07808596,-0.06862916,0.06671978,0.0036000777,-0.06161267,-0.22148703,-0.049570102,0.029162666,-0.040395685,-0.09788111,0.03266891,-0.15347098,-0.22083008,-0.13724113,-0.09791236,-0.082608126,-0.031698115,0.011957688,0.001800619,-0.052012086,0.014169287,0.13277732,-0.11948707,-0.018498454,5.5122466e-05,0.06946419,0.007697024,0.054634433,0.09483901,0.10284231,-0.042329,0.11056796,0.08989939,-0.020248437,0.014176256,0.13093357,0.028163733,-0.03986908,-0.010846343,0.08336185,-0.035814974,-0.12132233,0.12533595,-0.05187963,-0.033932768,0.24312547,-0.014464933,-0.116171904,-0.028485324,-0.20700702,0.09492671,-0.067432106,-0.24638882,0.2103935,0.063766554,-0.04507414,0.023121864,0.22849411,0.03483386,0.07310457,-0.14036795,0.01152528,0.06231711,-0.053366356,-0.056042027,0.048720933,0.10389967,0.19257212,-0.09115218,0.0043254937,-0.12045187,0.12009363,0.06397525,0.11497838,-0.08567997,-0.05554004,-0.09398142,0.024363354,-0.09947367
TCGA-A1-A0SQ-01A,0.047452245,-0.19866407,0.1298782,0.0141156595,0.03203187,0.023148235,0.014069245,0.036282696,-0.054784056,0.11912711,0.029371398,0.01129884,-0.0029953744,0.21358004,0.12593965,0.0152451405,0.020583026,0.04680632,0.0026629178,-0.15861395,-0.08602693,0.018039197,-0.06538945,0.08908502,-0.039316747,-0.0840925,-0.2364649,-0.08913229,-0.041596603,-0.1101072,-0.12938482,0.06414663,-0.14218469,-0.2224182,-0.11659081,-0.1626746,-0.023585925,0.025329813,-0.06349681,-0.08947653,-0.050240487,0.046075176,0.09047834,-0.176889,0.05124144,-0.103651755,-0.0047062906,-0.02375701,0.043624554,0.098713726,0.08366562,-0.042266317,0.08711343,0.07283762,-0.0411692,0.0045291167,0.105157256,-0.006033712,-0.036719076,0.008780798,0.06016398,-0.03520158,-0.054980356,0.15597096,-0.034429077,-0.05302644,0.24859868,-0.08204635,-0.07227223,0.009978086,-0.22804068,0.08207941,0.009982932,-0.19338754,0.22885773,0.01648683,0.032693423,-0.017291024,0.19650877,-0.06339948,0.0196843,-0.1387755,0.008275244,0.11733618,0.023180302,-0.06351573,0.016733585,0.10462654,0.16405897,-0.0763439,0.047654968,-0.15386647,0.1689005,0.068376385,0.07722909,-0.08027082,0.0050559225,-0.050738562,0.06473204,-0.10671867
TCGA-E9-A1RC-01A,0.05706745,-0.108099066,0.1713538,0.013918039,0.0012960918,0.08352942,-0.025630282,-0.015194469,-0.0467953,0.16018975,0.024178972,0.013953265,-0.0077474345,0.316075,0.17454599,-0.03857248,0.0043466496,0.0077321664,0.07337887,-0.099347636,-0.079085715,-0.034760904,-0.10645329,0.027094727,-0.007438658,-0.064249,-0.1826245,-0.08557797,0.053589884,-0.1298557,-0.15145464,0.01685421,-0.11827902,-0.14825645,-0.14382552,-0.10306143,-0.070732065,-0.0630398,0.0010418211,-0.040937494,-0.01884955,0.08574261,0.12970066,-0.108028315,-0.03640053,-0.04259139,0.08174104,0.026122933,0.059590697,0.094417304,0.11296231,0.051542822,0.011318937,0.119128056,-0.023371015,-0.027648473,0.014414935,-0.001051016,-0.09994453,-0.007258474,0.06597773,-0.065100454,-0.07602513,0.18156774,-0.06355361,-0.07692172,0.2249393,0.013742216,-0.094069555,-0.05836465,-0.18930167,0.054063994,-0.017849524,-0.24319418,0.21688129,-0.020715678,-0.0076092794,0.092174895,0.17542343,-0.06418492,0.051022325,-0.13713713,0.022622125,0.11994486,-0.03405367,-0.07530282,-0.016407378,0.14646056,0.2133147,-0.09383995,0.029971734,-0.12559311,0.14693828,0.0015244212,0.11106289,-0.0324545,0.0034140253,-0.057084814,-0.022811076,-0.043944307
TCGA-BH-A0DG-01A,0.06286317,-0.11302997,0.17643528,0.12227654,0.049240656,0.07857734,-0.042484045,-0.017825915,-0.07154035,0.14956053,0.01087375,0.04357976,0.046850063,0.22863884,0.14019701,-0.0071690623,-0.030751651,0.062443294,-0.017662665,-0.16079517,-0.054600902,-0.038940538,-0.059214648,0.07739601,-0.059103906,-0.10335847,-0.17764302,-0.09223172,0.056611378,-0.09098696,-0.11725455,0.07682897,-0.2158211,-0.18624088,-0.12865496,-0.15438862,-0.006203972,-0.042010546,-0.06648225,-0.09414683,-0.06036976,0.048912153,0.14393663,-0.08006947,0.006986508,-0.0010698218,0.105770744,-0.027433528,0.09123373,0.17310707,0.06346385,0.041044865,0.006653262,0.08317158,0.0011000196,0.019124374,0.10343107,0.034689687,-0.079366475,-0.00014158153,0.106006056,-0.003720876,-0.06714746,0.12728716,-0.076632924,-0.017435208,0.21944723,0.010461129,-0.013246778,-0.020473126,-0.1857901,0.09984245,0.05988893,-0.25553408,0.17865756,0.032752886,-0.04767787,0.023703557,0.18326838,0.0032691828,0.028389178,-0.09512324,0.010771285,0.102981165,0.010216896,-0.065073,-0.0055976417,0.040715225,0.16227081,-0.09272185,0.054947253,-0.12302141,0.17714953,0.026969435,0.12554899,-0.062016748,-0.040373433,-0.14122443,0.07075371,-0.114903234
TCGA-AR-A1AQ-01A,0.0020222915,-0.16151832,0.111948155,0.05833031,0.012035343,0.095435254,0.0004732105,0.027373087,-0.041201133,0.1615136,-0.0473534,0.08307817,-0.0028050723,0.24557349,0.1326815,-0.0014989291,0.02597867,0.11717188,0.009335651,-0.16619499,-0.053345002,-0.045534484,-0.047909386,0.077603295,-0.074081495,-0.09143787,-0.18677576,-0.0005381119,0.021011489,-0.1008222,-0.10355234,0.011788285,-0.11097044,-0.18005644,-0.17606224,-0.1082176,-0.028650407,-0.0065470813,0.011438037,-0.086420365,-0.10319028,0.01881958,0.075038664,-0.09790571,-0.06492785,-0.080260485,0.06464248,-0.01754661,0.07727903,0.19000058,0.14345063,-0.006962041,0.055934366,0.07448558,0.020503232,0.006323793,0.086213484,0.015778098,-0.024678683,0.009502963,0.04092011,-0.016167907,-0.08114936,0.030203234,-0.04619361,-0.05192259,0.25502726,0.0054880744,-0.11406448,-0.03405096,-0.21080142,0.050333675,-0.022216888,-0.25512612,0.18813449,0.048974253,-0.0059577934,0.027068835,0.19695805,-0.0019287383,0.02379626,-0.101453006,-0.012960627,0.07382065,-0.048464634,-0.099307686,-0.02439001,0.13727464,0.20799215,-0.04830342,0.085888535,-0.11570383,0.12563486,0.0673226,0.12994854,-0.13408804,-0.045060784,-0.14034319,0.09206165,-0.08246479
TCGA-BH-A0DK-01A,0.065443665,-0.1431796,0.20008725,0.06788181,0.05579344,-0.0102182,-0.069405764,0.04500677,-0.014533633,0.12003561,0.010814987,-0.0008575342,0.095790975,0.24851675,0.15221176,-0.008445447,-0.02160778,0.06340782,0.0025985558,-0.10322372,-0.06678087,-0.038535237,-0.06313773,0.10995084,-0.06200719,-0.07352859,-0.16203088,0.012049655,-0.04903983,-0.10078207,-0.11636303,0.0039352193,-0.15527318,-0.14725201,-0.1450424,-0.07809402,-0.019874185,0.016391292,-0.01866121,0.01298047,-0.07914915,0.007990127,0.10018509,-0.15277204,0.019518606,0.01993847,0.08239658,0.033180553,0.096364304,0.10646725,0.13441944,-0.012639036,0.0331911,0.14396556,-0.009345817,0.009747205,0.036415175,0.07696938,-0.007823717,0.0067917807,0.099280335,-0.007146857,-0.11514639,0.12235382,-0.13314167,-0.036368757,0.26851845,-0.097999156,-0.10063295,-0.030258551,-0.25116032,0.11599456,-0.063171454,-0.22001508,0.17468596,0.045322735,-0.014862761,0.09484093,0.20294565,-0.022774126,0.03801073,-0.10289486,0.059453245,0.072363414,0.027336476,-0.095993534,0.015465687,0.06649071,0.18104328,-0.07392088,0.05045735,-0.14526314,0.1425876,0.05354253,0.07111135,-0.115964726,-0.033511095,-0.10052739,0.09055434,-0.03402287
TCGA-S3-AA17-01A,-0.027183888,-0.12334555,0.12754624,0.05520445,0.038667157,0.048448417,-0.044502556,-0.012862207,-0.04363456,0.112446465,-0.0474193,0.03137346,0.008956541,0.27065116,0.14565967,-0.024815211,0.0358146,0.039490514,0.03026058,-0.08017189,-0.03636825,-0.05673329,-0.0924417,0.075103745,-0.010009058,-0.09942179,-0.20942114,-0.07146016,0.0045165126,-0.09711386,-0.15073784,0.01586001,-0.12026034,-0.13806292,-0.13438216,-0.12081856,-0.098126784,-0.064154945,0.008241918,0.024165547,-0.04209418,0.09495701,0.11744311,-0.13771729,-0.020432474,0.004990527,0.0856481,0.04758888,0.081576414,0.104770556,0.07313843,0.07095279,0.09635819,0.10536333,-0.034597863,-0.046934195,0.124464415,0.06960003,-0.116896085,-0.007949837,0.054396726,-0.0399037,-0.0958742,0.14294167,-0.05579657,-0.047332745,0.20284909,-0.00095146237,-0.123563975,-0.013721857,-0.22562301,0.09238367,-0.027190711,-0.24141417,0.1960227,0.01556266,0.029489715,0.09695397,0.26415783,-0.028342174,0.032059215,-0.11303933,0.0030216528,0.072218746,-0.015843058,-0.09389668,0.034201935,0.15600821,0.18916486,-0.0638697,0.049938604,-0.1311641,0.13434283,0.0313635,0.0821403,-0.045916628,-0.055800833,-0.09431879,0.0013827567,-0.13527665
TCGA-LL-A73Y-01A,0.0025503591,-0.16480978,0.13519385,0.15094566,0.022235638,0.044932965,-0.038009167,0.051437043,-0.03767387,0.13412817,-0.06131525,-0.008581987,0.055344366,0.28984645,0.1554941,-0.032854725,-0.03376468,0.07093571,0.043629818,-0.1745061,-0.08312505,-0.104309425,-0.06727221,0.13181865,-0.03788943,-0.073745884,-0.21528849,-0.07609741,0.024196122,-0.07465291,-0.06972805,-0.009277576,-0.12689315,-0.16468188,-0.21723299,-0.06987378,-0.015214393,0.03520217,-0.022131149,-0.08238285,0.049496435,0.020011216,0.12101507,-0.09619837,-0.032405034,-0.04350674,0.05617754,0.070267476,0.14205444,0.18795656,0.101534486,0.028840233,-0.015747035,0.11720992,-0.023536555,0.03636862,0.10065764,0.056052312,-0.032833207,-0.01864691,0.10485484,0.0041972767,-0.15512128,0.119205795,-0.02314568,-0.03174303,0.22725827,0.027701275,-0.0713112,0.00077643513,-0.17279594,-0.020459466,-0.012628016,-0.22517364,0.15829606,0.03232107,-0.0118350815,0.0062020402,0.14552878,-0.048826355,0.04657948,-0.16183893,0.018639691,0.09253651,-0.06777741,-0.085082635,-0.0042389953,0.16669948,0.16520667,-0.092546515,0.025324542,-0.08110463,0.117002875,0.053806458,0.11508306,-0.09159018,0.012219933,-0.016027,0.040399957,-0.05154409
TCGA-EW-A1PA-01A,0.006196614,-0.13748956,0.09169451,0.09745869,0.04138534,0.04807301,-0.043053754,0.09087909,-0.033239342,0.1327399,-0.0044214814,0.045739107,0.04584945,0.22725503,0.17288274,-0.011511441,0.010462039,0.06651868,0.017861662,-0.12048089,-0.12913166,-0.049145628,-0.05642629,0.04429541,-0.061212562,-0.10114298,-0.26313463,-0.06424597,-0.035378743,-0.1087542,-0.07506734,0.03263748,-0.1491493,-0.1929873,-0.13342701,-0.09329003,-0.04838334,0.008587668,-0.069296524,-0.048404407,-0.085055925,0.017219216,0.14659947,-0.13710397,-0.07602688,-0.07212886,0.084973626,0.0057438933,0.024332829,0.05745683,0.11168808,-0.014874613,0.05141864,0.07845627,0.029059645,0.03957191,0.12845963,0.042299848,-0.07231031,0.024446758,0.06869367,-0.0019411964,-0.12219993,0.12613997,-0.045291614,-0.014303878,0.20036432,-0.04601299,-0.0747872,-0.011590168,-0.25424704,0.07669958,-0.05335008,-0.26438963,0.17773238,0.03301767,-0.0630982,0.07027483,0.19333369,0.004137373,0.0014194445,-0.12638776,-0.042550374,0.034141496,-0.008437683,-0.11211637,-0.014568258,0.09409674,0.17702048,-0.10540665,0.029384552,-0.16386987,0.14665009,0.078151494,0.11110649,-0.083057016,-0.061583422,-0.08647416,0.0052467533,-0.055655356
