,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TCGA-C8-A27B-01A,0.039470043,-0.13465562,0.20268066,0.13428766,-0.08636501,0.08682905,-0.015047588,0.006407506,-0.16436683,0.10553,0.01673561,0.012405322,0.071663745,0.36024055,0.21544325,-0.0259573,-0.03877245,0.085815586,0.07081802,-0.161385,-0.14075746,-0.05297267,-0.09899407,0.14698143,-0.112296045,-0.024543043,-0.39115247,-0.15035363,-0.04394663,-0.11635414,-0.07559408,-0.02305979,-0.21000834,-0.29688835,-0.13292992,-0.19295439,-0.04376055,-0.07035544,-0.049140282,0.00038540357,-0.082294844,0.09431867,0.24700654,-0.19222035,-0.11434693,-0.05493078,0.0633942,0.06936504,0.058461457,0.20606637
TCGA-A2-A0CT-01A,-0.062410247,-0.16631362,0.20470415,0.14569186,-0.021225821,0.16939205,-0.015816255,0.017611032,-0.1418365,0.17103478,-0.053476546,0.061038513,-0.034563422,0.27197155,0.2975652,-0.120175354,0.051736847,0.17443755,0.030058766,-0.24141975,-0.09700587,0.0057787923,-0.052499194,0.10668844,-0.040009864,-0.07157684,-0.31250903,-0.073029436,-0.062064774,-0.12990972,-0.092493206,-0.0037477268,-0.1638418,-0.23296362,-0.19263148,-0.2385347,-0.081385486,0.033629302,-0.10253324,-0.017604984,-0.05486354,0.1660723,0.20022573,-0.15721987,-0.077287495,-0.12969296,0.05132932,0.05729367,0.17018057,0.19960651
TCGA-A1-A0SQ-01A,-0.051118303,-0.17440805,0.16834731,0.082339466,0.024503328,0.027579607,-0.03439754,0.00026855248,-0.100183755,0.15932241,-0.030331625,-0.04137449,-0.01677524,0.37456298,0.2345618,-0.039622176,-0.04180625,0.115134805,0.012282151,-0.20772034,-0.1598401,-0.032122187,-0.12868243,0.13800189,-0.040180136,-0.062314842,-0.37160012,-0.08256659,-0.04414535,-0.11350976,-0.07865315,0.105030164,-0.15104093,-0.24275002,-0.20770499,-0.16352558,-0.0017008306,-0.10015518,-0.0688785,0.014433802,-0.06353506,0.23281074,0.17913061,-0.20152788,-0.023405716,-0.09098778,0.07763136,0.0848161,0.19096102,0.1873048
TCGA-E9-A1RC-01A,0.032801263,-0.12033353,0.1901662,0.106322795,0.07630852,0.11189397,0.0007943325,0.07860768,-0.1494544,0.16724128,-0.016646348,0.046730857,0.0007962969,0.29423225,0.2319515,-0.12514712,0.06753392,0.107790306,-0.00048289623,-0.24712905,-0.080631,-0.0040140394,-0.01633179,0.16112272,-0.09095032,-0.13940695,-0.38501364,-0.06638464,-0.031791195,-0.097763166,-0.11318431,-0.04361153,-0.1926371,-0.28763697,-0.122186266,-0.22629201,-0.049272317,-5.9006965e-05,-0.061598655,-0.043338906,-0.097887054,0.054926507,0.2220321,-0.18155597,-0.09811687,-0.09946128,0.008761138,0.106594734,0.1640632,0.20299116
TCGA-BH-A0DG-01A,-0.051367212,-0.1502545,0.16211766,0.12269614,-0.03094062,0.2051436,-0.012031501,0.05908644,-0.12196287,0.13292482,0.011385871,-0.05170626,-0.02927556,0.31772026,0.27363312,0.0038086963,-0.016847834,0.14808618,0.036294114,-0.2175961,-0.074865624,-0.081990786,-0.11177835,0.19492887,-0.1305865,-0.091666505,-0.28957668,-0.08301623,0.034788735,-0.1081277,-0.084753715,0.023868527,-0.15102538,-0.3385507,-0.16844758,-0.2108291,-0.09173798,-0.045425028,0.008073993,-0.055316553,-0.07355025,0.07635396,0.16474685,-0.23995961,-0.06251785,-0.0861316,0.0690687,0.024328362,0.06910117,0.25079408
TCGA-AR-A1AQ-01A,-0.02335657,-0.067238316,0.19143894,0.16856334,0.004863109,0.05830457,-0.005024841,0.01707036,-0.062259477,0.13895583,0.0057041626,0.015428271,0.009012359,0.3937796,0.22671597,-0.02678121,-0.014034748,0.10495755,0.0067682276,-0.22561325,-0.14653082,-0.056779545,-0.1704867,0.09695629,-0.047590297,-0.037852794,-0.29352126,-0.13053656,-0.00023506083,-0.11293434,-0.022083197,-0.034460872,-0.20234999,-0.32648405,-0.17522903,-0.17425452,-0.10918986,0.009828776,-0.14898592,-0.042615764,-0.12541416,0.10437008,0.21965878,-0.20316616,-0.08952744,-0.08260454,-0.008915124,0.026819158,0.059513036,0.26230675
TCGA-BH-A0DK-01A,0.017864231,-0.21156907,0.19422641,0.08020471,0.02291012,0.15680096,0.0035999562,-0.010536699,-0.048678026,0.22408654,-0.012117548,0.043341957,0.0077658175,0.3017516,0.20362437,-0.112660006,0.07899799,0.19006455,0.053146113,-0.23553821,-0.11368119,-0.10050878,-0.19627446,0.15806799,-0.04301792,-0.027820073,-0.30438608,-0.06453951,-0.040305562,-0.14078473,-0.1080307,0.05253859,-0.16276422,-0.15023047,-0.19366948,-0.16129524,-0.061350603,0.058221888,-0.00055391324,-0.0018146096,-0.0815904,0.16106077,0.19468118,-0.26522163,0.010676312,-0.07500397,0.14767352,0.016392147,0.17368884,0.21109705
TCGA-S3-AA17-01A,-0.0063194367,-0.17355207,0.1515287,0.12226618,0.013316268,0.061823048,0.010698424,0.019335343,-0.0780719,0.12848136,-0.0637565,0.079057924,-0.049439125,0.33772957,0.23164244,-0.1087099,0.033194717,0.19396158,-0.0007741004,-0.19824092,-0.080215275,-0.058645174,-0.062540144,0.16525252,-0.015646832,-0.05693778,-0.37198856,-0.06742209,-0.1325883,-0.08499879,-0.07718408,-0.014823986,-0.23601785,-0.29792714,-0.13778204,-0.12996003,-0.001643905,0.012396774,-0.0816471,-0.03786458,-0.09469971,0.10583734,0.31768814,-0.099066794,-0.06622667,-0.1776967,0.10498003,0.061084706,0.13707763,0.16440108
TCGA-LL-A73Y-01A,0.014420562,-0.2039567,0.18091682,0.14970025,0.010225705,0.14248697,-0.048226897,0.0045407102,-0.095924884,0.19429614,-0.023207325,-0.03432978,0.017006956,0.31652817,0.26345,-0.07641606,1.3118898e-05,0.17780331,0.018016146,-0.15167035,-0.10174315,-0.116855145,-0.08001354,0.14633627,-0.041409392,-0.091122724,-0.27056578,-0.16194187,-0.025299236,-0.18558185,-0.0923627,-0.058954455,-0.16374555,-0.3238507,-0.12372129,-0.25037125,-0.11011115,0.04937764,-0.10153178,-0.045716774,-0.0885463,0.095458694,0.19890246,-0.15749748,-0.04653655,0.011140023,0.1021477,0.057690702,0.08743881,0.22569582
TCGA-EW-A1PA-01A,-0.08985069,-0.14018776,0.21077095,0.12489265,-0.019733567,0.17507356,0.0022044943,0.025525622,-0.08833558,0.097528726,-0.08929153,0.054679684,-0.009592107,0.36305514,0.22565952,-0.010377901,-0.021910446,0.12989694,-0.017040504,-0.20264532,-0.12305499,-0.08261548,-0.09321742,0.069629565,0.00984806,-0.069336966,-0.35097808,-0.0752804,-0.009580086,-0.1902486,-0.085395865,0.08849984,-0.17863226,-0.2748756,-0.23723227,-0.19312122,-0.06934309,-0.060349494,-0.057205584,0.03572379,-0.033932887,0.060088135,0.19296929,-0.17740642,0.018095905,-0.08210767,0.09491894,0.123709776,0.12310523,0.23645985
