,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TCGA-E2-A1IO-01A,-0.0507447,-0.2769082,0.25663728,0.15611869,0.023488896,0.09915399,-0.015854234,0.101276785,-0.06688464,0.19369623,-0.049331613,0.09871286,0.0020477283,0.41963172,0.22159705,0.024610141,0.056806155,0.05577694,-0.0017112835,-0.2098514,-0.12035469,-0.06627985,-0.14353403,0.11319529,-0.08314039,-0.09158756,-0.29529014,-0.106126845,-0.015072621,-0.09713502,-0.11412571,0.07642475,-0.21942464,-0.24778531,-0.16137393,-0.15026142,-0.044530768,0.046539072,-0.014000079,-0.056736574,-0.05327574,0.035865493,0.16467126,-0.21235597,-0.03906657,-0.068124995,0.13675086,0.095620684,0.06550903,0.065700464
TCGA-AR-A2LE-01A,-0.040751353,-0.23362647,0.17005214,0.11677162,0.064769134,0.081813395,0.014324053,0.040522955,-0.024641754,0.1877324,0.027220976,-0.0432138,-0.010105555,0.42549506,0.17341372,-0.058705248,0.052225403,0.21268329,-0.07347559,-0.1753783,-0.050920703,-0.08562275,-0.099090815,0.07807998,-0.17828819,-0.074197344,-0.32586882,-0.040589653,-0.012660135,-0.10982843,-0.099633515,-0.014753067,-0.18575977,-0.3040949,-0.16250944,-0.15632522,-0.0872189,-0.049578518,-0.028881574,-0.08265568,-0.019402903,0.10969504,0.22601192,-0.21528749,-0.11866113,-0.017867088,0.15783502,0.094725974,0.061495066,0.02059379
TCGA-BH-A0DS-01A,-0.029609315,-0.19183122,0.19674648,0.16734996,-0.012697781,0.10655449,-0.05656964,0.047426265,-0.07827638,0.22743675,-0.08506728,0.098671,0.035282735,0.34058255,0.2781932,-0.037332453,-0.01643482,0.11825818,-0.09420795,-0.19003393,-0.12153305,0.023213517,-0.054053217,0.13338216,-0.021991044,-0.024599023,-0.25177217,-0.08501565,-0.08126051,-0.033093408,-0.09089835,0.08471227,-0.22341238,-0.30158538,-0.25230205,-0.15362747,-0.031019898,0.05907329,-0.17009713,-0.089614645,-0.043951347,0.14240417,0.24334559,-0.12258039,-0.0060286373,-0.05398062,0.16485168,0.0607919,0.003259156,0.13362941
TCGA-BH-A0B9-01A,-0.042122707,-0.2074976,0.16565576,0.13198909,0.009692265,0.074305944,-0.031877022,0.014707554,-0.041398495,0.20450416,-0.019096723,0.062394336,0.05720949,0.43044153,0.15893713,-0.010923553,-0.09625412,0.023994612,-0.07865635,-0.20655817,-0.05954977,-0.036075763,-0.10985254,0.038374964,0.026136149,-0.15419742,-0.24486624,-0.12799296,-0.024346223,-0.10245578,-0.13794068,0.0480191,-0.24066363,-0.32062265,-0.27133703,-0.29027328,-0.05762641,0.07716236,-0.0042751483,-0.019607957,-0.09401472,0.17408568,0.11092854,-0.19700664,0.00084922294,-0.04013762,0.092026554,-0.013722877,0.003163813,0.05107153
TCGA-E9-A226-01A,0.04482317,-0.23913373,0.19435449,0.1328179,0.0070944293,-0.045749515,-0.008448217,0.12938651,-0.05375072,0.24436332,0.09807321,-0.016134385,0.06846619,0.38130072,0.27386028,-0.064749755,0.036148835,0.10417367,0.049022954,-0.1611307,-0.06985395,-0.08658168,-0.13691369,0.08409019,-0.07239116,-0.08403098,-0.34656608,-0.15455388,-0.094370365,-0.07442851,-0.12589633,0.07350827,-0.21097842,-0.1904426,-0.2212084,-0.13637282,-0.038861137,0.04169214,0.012226695,0.002121189,-0.0468315,0.081682764,0.28008178,-0.07450301,0.05050602,0.0072031408,0.13884261,-0.024984838,0.139952,0.08547465
TCGA-A2-A0EU-01A,0.04529257,-0.18205398,0.1469801,0.097519554,-0.084942155,0.12571564,0.026917944,-0.042399038,-0.122957684,0.21906266,-0.05633197,0.18523921,0.014857604,0.33534914,0.28863147,-0.03979552,-0.01199168,0.1317849,-0.027574077,-0.2612259,-0.012388854,-0.07915872,-0.084585704,0.09290244,-0.034555424,-0.06827567,-0.2709759,-0.026496833,-0.04468463,-0.17937858,-0.11382623,0.005820623,-0.12472304,-0.34690648,-0.20706092,-0.16323194,-0.05942627,-0.020615095,-0.060552787,-0.09108424,-0.019173188,-0.003970585,0.22703798,-0.19387059,-0.08137422,-0.021735664,0.17967618,0.048721854,0.04855203,0.13840845
TCGA-AQ-A0Y5-01A,-0.021316906,-0.14260912,0.12619488,0.030825764,0.0015985535,0.042255685,0.0012641969,0.044269655,-0.08553381,0.3177023,-0.15945059,0.04905819,0.076283544,0.37120476,0.2269357,-0.0015648206,-0.0122066345,0.037302006,-0.09692889,-0.20508595,-0.13166742,-0.027417611,-0.10242043,0.055357624,-0.023824634,-0.056650776,-0.29466394,-0.13877483,-0.057461835,-0.10737724,-0.13053778,0.032171685,-0.082189254,-0.2795818,-0.2427114,-0.24853943,-0.06198958,-0.10157265,-0.059062194,0.0063296384,-0.061975442,0.060081623,0.22657518,-0.2082481,0.022033984,-0.124380395,0.09037583,0.11966044,0.061322182,0.17981263
TCGA-AC-A7VC-01A,0.0279029,-0.24563211,0.15073577,0.14687325,-0.006828689,0.07456703,0.060625292,0.08930574,-0.03015025,0.26174966,-0.08879809,0.030913863,0.053271253,0.3655231,0.21784543,0.0004886045,0.022907248,0.02618007,-0.08381544,-0.15547106,-0.111615345,-0.047979552,-0.024359377,0.108016804,-0.07375242,-0.057875574,-0.31592873,-0.10964997,0.021729872,-0.07549963,-0.18114737,0.027375268,-0.25612655,-0.19634794,-0.26249817,-0.2704141,-0.13790426,-0.025749227,-0.08785441,-0.10681287,-0.014924814,0.14406611,0.08604595,-0.20293956,-0.060615804,-0.03706241,0.12759104,0.09463189,0.071257904,0.07394233
TCGA-D8-A1Y0-01A,-0.020072196,-0.17283754,0.21490571,0.079343244,0.02005318,0.03410652,0.04598972,0.0056817024,-0.10616283,0.25971082,0.02423289,0.010032975,0.002426466,0.38500684,0.18839967,0.0666365,-0.011741866,0.14084436,0.03716245,-0.12046943,-0.155765,-0.02994722,-0.05953382,0.16950345,-0.1350466,-0.08777141,-0.2283099,-0.16564915,-0.050587945,-0.10623381,-0.18476662,0.12318072,-0.17637569,-0.3327462,-0.19535801,-0.24169712,-0.12293715,0.04737052,-0.08393556,-0.042984914,-0.1377462,-0.011148872,0.13479616,-0.12560683,0.013798433,-0.12615371,-0.021277186,0.11591203,0.18188056,0.056608588
TCGA-S3-A6ZH-01A,0.11564521,-0.15003785,0.09826052,0.16971798,-0.030360753,0.028809177,-0.030474456,0.016356697,-0.008910674,0.29871508,-0.07383896,0.10307584,0.067477964,0.30942523,0.141098,-0.0922921,-0.10373816,0.16480583,-0.0018729618,-0.21700121,-0.12591895,-0.10039506,-0.11099088,0.097296186,-0.037780713,-0.093784876,-0.29480532,-0.113228306,-0.072161146,-0.16220558,-0.18377012,0.08128629,-0.23523727,-0.34888586,-0.14295007,-0.12552173,-0.07204752,-0.0065312935,0.04985404,-0.10099515,-0.0598752,0.10184994,0.20374258,-0.16807051,-0.05043097,-0.15186325,0.10920777,0.013706189,0.02360657,0.14439082
