,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TCGA-BH-A201-01A,0.027738184,-0.04031639,0.34165788,0.22497407,-0.017773699,0.024702026,0.18752882,0.040172078,0.021971965,0.03326355,0.028527914,0.043692954,-0.09175489,0.20107095,0.31238443,0.039192934,-0.019402988,0.09791544,0.030879613,0.030583182,-0.12660523,-0.13410552,-0.07432231,0.25852373,0.13809638,0.23091328,-0.2503914,-0.06444608,-0.015720725,0.07847176,-0.034908306,0.012434432,-0.28577444,-0.2541015,-0.13626003,-0.21881509,0.08528293,-0.16139726,-0.1570007,0.033698063,-0.020878475,0.108588636,0.02329144,-0.06890033,0.026539765,-0.20489675,-0.08764956,-0.03215603,0.052555986,0.17765066
TCGA-AR-A2LK-01A,0.010017304,0.030931162,0.21053119,0.12791382,-0.08613455,0.089713335,0.15231675,-0.03246934,0.08248836,0.0857152,0.07071733,-0.048186537,-0.09308673,0.1510967,0.08338965,0.055958234,-0.032026984,0.17979164,0.042199064,-0.029844966,0.0051996526,0.13813017,-0.07106217,0.25522363,-0.016637411,0.1505362,-0.2789675,-0.025001299,-0.061785784,-0.14213684,0.11836918,0.108553536,-0.24127357,-0.30262935,-0.11158579,-0.22715892,0.06533368,-0.067796044,-0.053206123,0.011771244,-0.11085999,-0.19464841,0.055594288,-0.13350439,-0.16821659,-0.3314624,-0.12521265,-0.033715907,0.23747438,0.22541404
TCGA-B6-A0WW-01A,0.04572894,0.018310443,0.24487528,0.17778935,-0.13585347,0.134127,0.06487414,0.05512433,-0.19397081,-0.070846416,0.027572757,0.0708644,-0.09155364,0.0909236,0.38757238,0.019681834,0.0056636124,0.18883188,-0.01058162,-0.18942083,0.0005007853,0.13025622,-0.027808646,0.22877719,-0.049343765,0.28506055,-0.103258796,-0.08766732,0.105741605,-0.10971832,0.07719731,0.0793314,-0.2065987,-0.190139,-0.015362032,-0.35055104,-0.082647964,-0.08782509,-0.059384137,0.01807294,-0.07988866,-0.014937793,0.093478814,-0.14989027,-0.17488484,-0.16197339,-0.18501739,0.063301615,0.08476077,0.083354615
TCGA-C8-A1HJ-01A,0.026975596,-0.08222038,0.28239915,0.19745098,0.029961064,0.27156875,-0.034716114,0.004364106,-0.035971466,-0.077443935,-0.044008963,-0.10805247,-0.079752155,0.14574774,0.11162,-0.13656102,0.23759466,0.21868397,0.10351113,-0.011638643,0.06457442,-0.05081659,0.11183011,0.22587194,0.03103878,0.1544468,-0.22603488,0.029972428,-0.1400969,-0.16873176,0.10715396,-0.04401393,-0.090999216,-0.27229917,-0.10556156,-0.21182436,-0.16625518,-0.15387213,-0.059417475,-0.051776838,0.015786763,0.11207412,0.15925999,-0.005408223,-0.11170538,-0.014920792,-0.097361654,0.22183649,0.20049165,0.22091945
TCGA-GM-A2DD-01A,0.09736632,-0.07435332,0.32183588,0.22670919,-0.028235458,0.12872706,0.033502467,0.034664314,-0.027430363,0.11233217,-0.056861073,-0.014763202,0.021799559,0.19329432,0.05920856,-0.13041428,-0.06075958,0.3443666,-0.034041885,0.033653345,0.028978376,0.0908841,0.07804885,0.15210405,0.05914916,0.14616455,-0.21063593,-0.1950655,-0.084241696,-0.14668582,0.06660818,0.08233493,-0.22765566,-0.21010959,-0.067953624,-0.36671004,-0.20394564,-0.07847676,-0.051971246,-0.036097426,-0.052436687,0.04176234,0.07660177,0.12625146,-0.064443864,-0.0875973,-0.26331362,0.06279133,0.12675257,0.10415615
TCGA-PL-A8LX-01A,-0.014002002,0.03854558,0.35057133,0.23834382,-0.09404029,0.19711487,0.01819198,0.0753788,0.04736919,0.17875995,0.0392099,-0.080185086,-0.019539606,0.17745261,0.170442,3.665598e-05,0.12687914,0.21129099,-0.02600128,-0.07307654,-0.03345574,0.19634713,-0.117898785,0.024100048,0.18643081,0.23382111,-0.027859291,-0.154681,-0.1401709,-0.21180981,0.052178152,0.10057389,-0.16451184,-0.18296912,-0.074587904,-0.22818859,-0.03980228,-0.10468662,-0.07811846,0.10429452,0.053809416,-0.047716282,0.034203503,0.01336206,-0.052300572,-0.19624248,-0.004262899,0.04639129,0.17189522,0.34962347
TCGA-OL-A5RW-01A,0.013202148,0.06393121,0.15697639,0.111568734,-0.101620845,0.38401636,0.055327177,0.04419343,0.21401222,0.0049597546,0.061076235,0.039156713,0.054775916,0.21237038,0.087686084,-0.1877591,0.04246643,0.12503733,0.121584825,0.032894645,0.07001751,0.050957292,0.02364529,0.23613638,0.034104086,0.08422466,-0.3794051,-0.19966711,-0.16853197,-0.16410683,0.17831603,0.047630925,-0.23434891,-0.30122527,-0.1203374,-0.13470899,-0.037925217,-0.053135335,0.08324223,-0.05479496,0.0011405074,-0.04020313,0.048920404,-0.030917713,-0.0666549,-0.14091149,-0.1240927,0.11788815,0.1539081,0.019665694
TCGA-AC-A6NO-01A,-0.15261394,0.018478295,0.19048999,0.35344228,-0.15748088,0.2164416,0.049249064,-0.09038237,0.04207056,0.108187504,-0.016278557,-0.08669349,0.032684427,0.104375854,0.23217064,-0.09041464,0.14925653,0.11807249,-0.17626342,-0.088268,-0.104054235,0.032411046,-0.028683959,0.16361356,0.054442395,0.07561272,-0.16359201,-0.12493218,-0.15387373,-0.19233559,0.032555483,0.13334474,-0.19250299,-0.20815279,-0.0066438527,-0.3130616,-0.052239977,-0.09096131,-0.16859825,0.022282636,-0.07348281,0.03922422,0.10080945,-0.09023595,-0.23781528,0.124865405,-0.041578073,0.06861013,0.21710424,0.15227774
TCGA-E2-A1LH-01A,0.101675026,0.07568134,0.34151825,0.17718203,-0.018981408,0.21904458,-0.008688871,-0.023723492,0.049557947,0.062400784,-0.0058337236,-0.067784734,-0.19842355,0.2175147,0.23218785,-0.027305137,0.078505605,0.25338215,-0.038614687,-0.07440378,-0.048375096,0.006092677,-0.11487612,0.2039111,0.15246052,0.36209664,-0.078005254,0.11132288,-0.11007559,-0.16865142,0.088944435,0.06228618,-0.21246724,-0.19277228,-0.15701352,-0.119623244,-0.14630823,-0.115028955,-0.07457674,-0.16051975,-0.09975113,0.12021442,0.012489869,-0.09949275,-0.17149663,0.008452118,-0.07474362,-0.04797371,0.08513188,0.092560686
TCGA-D8-A1XC-01A,0.08147727,-0.10963237,0.21028526,0.23370744,-0.05322933,0.19898348,0.20854722,0.03651437,0.067080446,-0.009669803,-0.0785544,-0.12096953,-0.06782313,0.01540692,0.13407135,-0.20218056,-0.018145205,0.17666401,-0.049970046,-0.08164583,0.17454913,0.034283735,-0.14298625,0.0471917,-0.1178354,0.033172313,-0.3360581,-0.10526527,-0.112840936,-0.04439538,0.119658165,-0.04330572,-0.16304183,-0.25508812,-0.1275752,-0.30634177,-0.043664277,-0.07799468,-0.18516615,-0.007072373,-0.09415431,-0.05298098,0.25019196,-0.08246337,-0.10520211,-0.15194528,0.039078206,-0.05101659,0.23941948,0.14308219
