,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-E2-A1IO-01A,-0.07893869,-0.13785681,0.12932922,0.088109665,-0.03670511,0.05579817,-0.031234303,0.0118160285,-0.12172005,0.08180608,0.0073681762,-0.019979564,-0.034960624,0.18306133,0.104814045,-0.07502908,0.008896061,0.0699024,-0.0846854,-0.115979224,-0.09781622,-0.06988038,-0.03937343,-0.03736241,-0.07324462,-0.17832072,-0.2547943,-0.030207187,0.055387408,-0.115532435,-0.12215721,0.15014407,-0.11420475,-0.2484653,-0.19552176,-0.08964359,-0.03467755,-0.020891711,0.014625431,-0.02326215,0.058014177,0.101192266,0.08330571,-0.051042113,0.035658687,0.04717607,0.0509509,0.05325803,0.05107149,0.14718777,0.13407966,0.09001173,0.047254164,0.055942535,-0.068211235,0.059322298,0.097476475,0.0075207897,-0.06475771,-0.04792011,0.027979506,0.028059589,-0.112729,0.1520221,-0.06370839,-0.042901967,0.21806385,0.012869399,-0.16357253,-0.040079154,-0.2095096,0.0025969043,-0.09857318,-0.23241611,0.19842921,0.115147196,-0.011841891,-0.0067442954,0.09857817,-0.070977174,0.00068506435,-0.13465291,0.02783073,0.10751637,0.025838261,0.058587823,0.005482896,0.05809572,0.19854376,0.021926867,0.04673068,-0.13902986,0.03544752,0.05402321,0.12416026,-0.046867307,-0.10429421,-0.05587397,0.01792291,-0.077491686
TCGA-AR-A2LE-01A,-0.08030583,-0.15075,0.10112577,0.14158423,0.120618485,0.110309966,0.051440764,0.013625927,0.003544919,0.013951144,-0.06688481,0.0020940006,-0.043004323,0.1928431,0.13705274,-0.10238708,0.034229536,0.03678367,-0.03777516,-0.15979895,-0.058563825,-0.08639446,-0.059861287,-0.027444031,-0.108141735,-0.15292777,-0.16396351,-0.026707867,-0.042892795,-0.19483362,-0.013004587,0.07115841,-0.19131021,-0.16888656,-0.17376602,-0.044978738,0.05405037,-0.05287988,0.007573723,-0.038739182,0.053751316,0.06435292,0.121754326,-0.09766367,0.041717775,-0.06326621,0.04772407,0.017774703,0.05497431,0.055542976,0.11993863,-0.04925572,0.11496955,0.0017588767,-0.01353815,-0.00038623204,0.08462385,-0.027957698,-0.08048624,0.033648442,0.053857073,0.024266133,-0.09148062,0.11113108,-0.03871812,-0.030902395,0.26162383,-0.07893335,-0.18232659,-0.009923864,-0.18035138,0.13079649,0.04536053,-0.23184697,0.11409396,0.017892085,-0.023738278,0.025908817,0.23137581,-0.006496326,0.09082629,-0.08630438,0.031426117,0.05823421,-0.043557197,-0.18736935,0.09060664,0.12284256,0.23583832,-0.040570226,0.030013092,-0.086725645,0.1024124,0.020187886,0.06916432,-0.090978324,0.016317306,-0.013294529,0.08820173,-0.05329697
TCGA-BH-A0DS-01A,-0.16949604,-0.116564944,0.035636574,0.09963952,-0.096292585,0.05292177,0.005114053,0.0722338,-0.07561931,0.090070896,0.0061423713,0.029328763,0.05865029,0.22174624,0.11872538,-0.06422172,0.009435158,0.12688965,0.0467409,-0.028712364,-0.046585508,-0.0363955,-0.08385443,0.044166356,-0.06780137,-0.112404525,-0.15672007,-0.10292426,-0.02233014,-0.11168371,-0.08379651,0.0535492,-0.17766984,-0.14394529,-0.13039654,-0.07744498,-0.080452435,0.008009373,-0.06871272,0.0144878505,-0.05000514,0.15860073,0.17790706,-0.20487773,-0.061314173,-0.0018134029,0.082456015,-0.044085123,0.13577743,0.113049984,0.11744191,0.02436653,0.03903425,0.13694216,0.0103983935,-0.013138129,0.052397337,-0.015996253,-0.03214922,0.00015345037,0.031008046,0.067166425,-0.03618749,0.17065671,-0.1168624,0.025215382,0.26790416,0.025376331,-0.09535809,0.010085222,-0.236636,0.12664022,-0.016667077,-0.17820987,0.16927595,-0.035866585,0.0014592181,0.026802788,0.20070174,-0.0071739885,0.043236125,-0.07550346,0.031957377,0.07887332,-0.03533608,-0.15342346,0.052609835,0.12028009,0.14011277,-0.035091575,0.09684247,-0.026850367,0.0921512,0.11925929,0.1273224,-0.037315026,-0.036901128,-0.040738758,0.113890216,-0.122334294
TCGA-BH-A0B9-01A,0.036188185,-0.05703622,0.03942014,0.05658417,-0.0002687846,0.106694184,-0.018592764,0.011893821,-0.13806674,0.029571736,-0.027529873,0.016079936,0.07288196,0.22627503,0.07224367,-0.017133104,0.06407008,0.12309947,0.038561333,-0.14543311,-0.13704434,-0.040400375,-0.07689459,0.07051301,-0.08077374,-0.072454125,-0.23632607,-0.0220502,-0.10646708,-0.03146728,-0.15344496,0.025412068,-0.095898144,-0.16057032,-0.1258271,-0.14350274,-0.012109259,-0.009581498,-0.057788957,-0.030772101,-0.03946694,0.047826953,0.15128443,-0.07726525,-0.11669958,-0.12772404,0.15980706,0.003873819,0.1205603,0.060607653,0.032787077,0.052956093,0.016275201,0.14813417,-0.058568254,-0.0037331074,0.097662434,0.017209113,-0.031305518,-0.013004198,0.033360567,0.030341981,-0.05165229,0.17669843,-0.06587583,0.016950978,0.22038108,0.0008493245,-0.051765848,0.010850931,-0.13647996,0.05865704,-0.07514386,-0.30114666,0.17858915,-0.009989876,-0.1112111,-0.05151011,0.2497854,-0.0034252063,-0.023955695,-0.22055478,-0.02318688,0.105004564,0.009530742,-0.114739396,-0.016109247,0.01648691,0.1888635,-0.025952369,0.06887045,-0.030081846,0.10287929,0.068253435,0.13041455,-0.06600082,0.005260366,-0.09183719,0.10233701,-0.05770043
TCGA-E9-A226-01A,0.0051099695,-0.11162973,0.009472329,0.0814577,-0.16840447,0.037328303,0.047335386,0.013411681,-0.070423186,0.054061208,0.035198946,0.019304262,-0.016772658,0.18577965,0.17767727,-0.053383783,-0.061936952,0.11501186,-0.050305936,-0.1612055,-0.106801756,-0.10638165,-0.1176471,0.12057509,-0.08373397,-0.017664086,-0.23373316,-0.08976904,0.011628576,-0.0447858,-0.035059523,0.07564881,-0.18205237,-0.24079098,-0.15660144,-0.08197145,-0.14341225,-0.04401603,-0.057983592,-0.006857605,0.05077922,0.120040335,0.06488305,-0.029462831,-0.05592323,-0.061673615,-0.008224618,0.035244904,0.0466884,0.16953667,0.20870475,-0.015159401,0.08444441,0.08561204,-0.057139438,0.00961705,0.108977266,-0.11388086,-0.05480251,0.068055876,0.015641792,0.009490654,0.012062563,0.04837211,-0.0075997273,-0.061111476,0.22569978,-0.08161777,-0.1154698,-0.001187423,-0.15715413,0.07120426,0.031503282,-0.22632138,0.10666515,0.039393164,-0.05491702,0.017970003,0.21887441,-0.08644292,0.13978958,-0.08702089,-0.04894753,0.045566827,-0.022996677,-0.12875587,0.074393384,0.11798084,0.14000948,-0.04100486,0.11210708,-0.10230704,0.07950797,0.107374385,0.06197631,-0.110342205,-0.020889426,-0.073355004,0.048465878,-0.06960208
TCGA-A2-A0EU-01A,-0.054322124,-0.10970484,0.124969006,0.033886418,0.047783695,0.036858812,-0.020998878,0.08769005,-0.065228194,0.057871073,0.0082607465,0.020961897,-0.018516604,0.25047117,0.07578636,0.05344812,0.04346848,0.14561564,0.061232645,-0.12040492,-0.02752975,-0.00857565,-0.05842746,0.12153739,-0.01701265,-0.008504934,-0.30261543,-0.074646376,-0.027508967,-0.13132286,-0.04724972,0.03692573,-0.078855395,-0.12216924,-0.0786553,-0.12791161,-0.010899323,-0.043388683,-0.041142073,-0.0047096293,-0.032324206,0.060158066,0.11694065,-0.10601632,0.0049034813,-0.066718474,0.048992578,0.029079774,-0.025193905,0.115630694,0.1287859,0.025745025,0.06640627,0.009202297,-0.10638245,0.044907216,0.01681977,-0.046290405,0.011634255,0.054980956,0.061197173,-0.07178464,-0.03391777,0.13817388,-0.18108718,-0.06710705,0.26119718,0.052908204,-0.04002451,0.034612775,-0.28657863,0.10937996,0.012857114,-0.30548114,0.12356021,0.045868855,-0.07078443,0.12305136,0.12902686,-0.022043712,0.06689168,0.0015072145,0.024626758,0.15550333,0.005671059,-0.111338615,-0.010562433,0.07863313,0.13726953,0.049837068,0.0474086,-0.08830789,0.0787746,0.06742326,0.098075554,-0.11079191,-0.043042094,-0.19103779,0.13022763,-0.08967942
TCGA-AQ-A0Y5-01A,0.018691057,-0.08177584,0.22607543,0.058382135,0.014418163,-0.03117718,-0.010430534,0.031003695,-0.05017561,0.10069127,-0.01094578,-0.022316867,-0.025110336,0.15331188,0.14148568,-0.0651619,0.05958983,0.15779959,-0.010503539,-0.101779684,-0.013762777,-0.041033026,-0.060596783,0.11233994,0.006971591,-0.15859206,-0.2603617,-0.09449287,0.010642644,-0.092564665,-0.16100822,0.021968815,-0.06538577,-0.1388058,-0.0639717,-0.11882188,-0.0569315,-0.022149991,0.040929846,-0.06843768,0.019488422,0.06586947,0.094174586,-0.109950624,0.027875096,-0.059425764,0.1174997,0.030297164,0.052745875,0.03694996,0.12667651,-0.026590446,0.017754296,0.11205786,-0.03882786,0.026569325,0.097917624,0.052350268,-0.05619554,0.12500134,0.01752495,0.08897371,-0.18167752,0.11476802,-0.0034220435,0.011585105,0.18878189,-0.044594325,-0.025239347,-0.011325225,-0.16279604,0.056303874,-0.06252424,-0.25754175,0.202495,-0.033248313,-0.074850425,0.11291778,0.2363512,-0.054533407,-0.011873517,-0.09686443,-0.042545717,0.046302766,0.03462876,-0.14605941,-0.10806817,0.241341,0.18245369,-0.12700756,0.048082866,-0.05889315,0.06639126,0.03327232,0.1106382,-0.06705789,-0.10775507,-0.06878293,0.009390486,-0.06936441
TCGA-AC-A7VC-01A,-0.058807146,-0.07376616,0.14432505,0.03793108,0.040856767,-0.004547922,0.0025753488,0.12239186,-0.0037158728,0.124856584,-0.07864794,0.057101596,0.04024641,0.25023013,0.15870802,0.015461555,0.07750432,0.08276228,-0.048874456,-0.15605086,-0.065030105,-0.11689362,-0.110376395,0.07616112,-0.037411664,-0.12640841,-0.20413922,-0.110168435,0.024303932,-0.06347725,-0.030848624,0.063227825,-0.05144361,-0.23570596,-0.13747215,-0.088677876,-0.023928879,-0.031333324,-0.10276851,-0.025975147,0.072807856,0.079475775,0.16134764,-0.12935455,0.011660512,-0.07799588,0.044320367,-0.005143876,0.07341265,0.20033069,0.11098806,0.08292042,0.087122045,0.09126497,-0.016809901,-0.026084805,0.13041082,-0.0117873205,-0.12176156,0.073339276,0.10133083,0.07611653,-0.06343091,0.13018866,0.06056885,0.0518194,0.19270141,-0.02655578,-0.14257568,0.029895848,-0.21901925,0.055564437,-0.12195027,-0.20883273,0.074504584,-0.05203322,-0.0986607,0.028086342,0.12760352,0.04031866,0.022534113,-0.10625695,0.0740341,0.07299509,-0.12642637,-0.08224436,0.046857584,0.1399687,0.110775255,-0.1278564,0.040704876,-0.058068845,0.1088874,0.001796578,0.16577159,-0.06396069,-0.053008493,0.025342425,0.008375646,-0.07411543
TCGA-D8-A1Y0-01A,-0.06332666,-0.071670495,0.02937217,0.18761058,0.07003467,0.08637491,-0.059021987,0.047827244,0.018329479,0.18240637,0.05018882,-0.02498198,-0.07561983,0.25633863,0.120369256,-0.08177271,0.053143397,0.11001542,0.0072785723,-0.13736188,-0.10799947,-0.028688753,-0.03682067,0.047406103,0.0039199977,0.02932103,-0.3027789,-0.109446734,-0.0189471,-0.091239534,-0.07985392,0.02131133,-0.21587084,-0.14617291,-0.026487911,-0.218311,-0.1319045,0.004549269,-0.05339264,-0.0040434683,-0.016115649,0.01053087,0.14966066,-0.2192482,0.011192267,-0.0059112757,0.114158496,0.06384582,0.02681613,0.01902612,0.19436286,-0.0061415466,-0.03572959,0.09085528,-0.030219914,-0.014647719,0.07648721,0.012162427,0.012438739,-0.060082503,0.008727688,-0.052755564,-0.031111378,0.057144657,0.0005621832,0.052382406,0.1860276,-0.0772741,-0.08656789,0.014193319,-0.16130805,0.04005692,0.029991567,-0.19712521,0.12906958,0.03301568,-0.06257285,0.034278773,0.18869884,-0.053160682,0.05614616,-0.122544944,0.05992214,0.081125244,-0.018711416,-0.109753326,0.088460326,0.08842576,0.21089481,0.042913705,0.008999178,-0.07299737,0.11772551,0.038637497,0.06860783,-0.14408582,-0.07722013,-0.08165632,-0.047868196,-0.051602162
TCGA-S3-A6ZH-01A,-0.01383593,0.023621969,0.113713086,0.06253397,0.016349744,0.0008242202,-0.039737638,0.087303996,-0.053505152,0.08800337,0.0015537088,-0.04968601,-0.043643232,0.29647097,0.06302535,-0.04325981,0.015956871,0.11827641,0.0057118656,-0.13034017,-0.043477748,-0.042101327,0.058010608,0.08188389,-0.15242827,-0.0772464,-0.17709966,-0.11910669,-0.06621715,-0.07080019,-0.08972029,0.022304717,-0.097986236,-0.17320214,-0.11925957,-0.063743204,-0.030721845,-0.014407938,0.02411832,-0.043510873,-0.063832395,0.10135153,0.07207741,-0.049680024,0.003964181,-0.035189852,0.13520667,0.02724329,0.041641645,0.1516587,0.119563945,0.02081548,0.087601885,0.064570285,-0.05570289,0.01586997,0.075927764,-0.0030724513,-0.10281014,0.022484943,0.09475647,-0.019195747,-0.111381724,0.15563583,-0.13591833,-0.005982498,0.29051453,0.08744095,-0.16139169,-0.06504265,-0.2558553,0.117956206,-0.020372428,-0.2316121,0.15249458,-0.035931878,0.02800421,0.06261111,0.22342916,-0.02606565,-0.009154464,-0.1334307,-0.063432075,0.052368376,-0.0018172944,-0.048188943,0.05100587,0.10536389,-0.0045867106,-0.021054279,0.13126858,-0.13512595,0.09623849,0.17367174,0.032111038,-0.03202225,-0.14167699,-0.01590177,0.04868722,-0.101523556
