,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-OL-A5RZ-01A,-0.010190216,0.075016074,0.18755294,0.06326838,0.032312132,0.17587575,0.1259904,-0.025474355,-0.12133756,0.05068444,0.05485202,0.034027543,0.06280439,0.06841603,0.02766721,0.015837261,0.046003647,0.1295567,0.10759444,-0.13795927,-0.03956897,-0.15549213,-0.055586506,0.1123839,0.018553467,-0.073195726,-0.05336693,-0.13260572,-0.018727807,-0.13082519,0.039417207,-0.09842479,-0.124682605,-0.06927258,-0.22700669,-0.04511324,-0.056476206,0.03509494,-0.16860957,-0.039260946,0.010926659,0.09386451,0.17890716,-0.19035299,-0.0581662,-0.07729882,-0.024992974,0.010374951,0.07991504,0.13172966,0.07999885,-0.015076262,0.022551011,0.0003533292,-0.0247159,0.045942277,-0.0149430595,0.122074075,0.016698642,0.102180295,0.043729812,-0.055166863,-0.015212935,0.052602544,-0.01572219,0.03189846,0.29933065,-0.005014217,-0.06536367,-0.0033897925,-0.077305555,0.08098796,-0.08940772,-0.29858083,0.20889929,0.03175748,-0.06773271,0.1550606,0.07400004,0.014279391,-0.06558584,-0.14709327,0.05443331,0.17425199,-0.04665699,-0.146568,-0.05851465,0.054491363,0.074294284,0.028750686,-0.03787841,0.005310695,0.06357452,0.0941828,0.17664,0.061153278,-0.16061023,-0.032729935,0.049440444,-0.09280066
TCGA-AR-A1AR-01A,0.07452854,-0.056491744,0.16600958,0.031140935,-0.015829215,0.088667594,0.028279461,-0.09697085,-0.09482111,0.1301535,-0.056409407,-0.00094787875,0.16496722,0.11846476,0.15935968,-0.06379637,-0.0009808899,0.07898689,-0.09801518,0.0529689,-0.015872043,-0.19587508,0.0126895625,-0.020587882,-0.027821256,-0.02715555,-0.2051243,-0.07999549,-0.09477471,-0.09209364,-0.08241539,0.083543524,-0.038083136,-0.21485688,-0.1077495,-0.04614483,0.12724751,-0.08235664,-0.0005834608,-0.039437726,0.018940669,0.13244842,0.11896234,-0.19530407,0.08513895,-0.120626375,0.04220096,0.079384565,0.07703457,0.09276312,0.08913819,-0.06464804,0.058630433,0.114625655,0.009221984,-0.06682155,-0.022075308,0.04287071,0.00059459574,0.03885798,0.09704442,-0.014040742,-0.20661354,0.051533606,0.021603959,-0.174768,0.12393428,-0.08990761,-0.08983262,0.065428995,-0.2092183,0.0045429356,0.02739541,-0.15813567,0.16055107,0.017936964,-0.113485105,0.058804017,0.26189485,-0.017547205,0.052189566,-0.15536408,0.03115195,0.038780022,-0.05674852,-0.019947287,-0.078631155,0.104259424,0.0995974,0.06456707,0.14149459,-0.07564164,0.09483372,0.11619945,0.11710086,-0.09503818,-0.09905912,0.004073427,-0.14077513,-0.023288477
TCGA-BH-A8FZ-01A,-0.06205406,-0.08356452,0.06444865,0.17560217,-0.09629029,0.1568023,-0.056471325,-0.13556866,-0.1623267,0.06981961,-0.028292434,-0.06720516,-0.109476745,0.21212001,0.102015994,-0.057106268,0.015634563,0.021419961,-0.0876331,-0.07103482,-0.14529228,-0.140064,-0.08653082,0.15827492,-0.025106104,-0.000854812,-0.17484903,-0.030964086,-0.08343249,0.0029389497,-0.12236974,-0.03490331,-0.06963517,-0.16095665,-0.10458808,-0.043891348,0.062034175,-0.024394399,-0.090232946,0.1415201,-0.038377345,0.07221413,0.12536125,-0.22285593,-0.043534573,0.08744343,0.029650882,0.017995631,0.05105932,0.08234096,0.03699334,0.028461259,0.19576776,0.051112026,-0.17416342,-0.08535991,0.0895742,0.0232935,-0.0140977325,0.0012386697,-0.060830884,0.065112405,-0.056295775,0.23467697,-0.07566347,-0.057347987,0.20950024,0.06938186,-0.04463875,-0.06545497,-0.057743207,0.03856469,0.15413083,-0.19796532,0.019969197,0.07666388,-0.018590163,0.045260172,0.13840814,0.028517831,-0.064175315,-0.00014117816,0.015149864,0.08178476,-0.08262146,0.056804318,-0.0485336,0.11539709,0.2605571,0.05133609,0.0035853235,-0.11422813,0.0045294957,-0.03281266,0.17438065,-0.06735957,-0.04460425,-0.013656769,0.010675701,-0.07960937
TCGA-E2-A1B0-01A,-0.04161217,0.07051308,0.14901662,0.18209693,0.037499294,0.045731094,0.035146963,-0.0016393102,0.020577483,0.0022987267,0.045691356,0.05054689,0.055206183,0.18713036,0.15772319,-0.09324899,-0.007310297,0.075474136,0.075060405,-0.17298858,0.1006085,-0.049699735,-0.11818552,-0.032020822,-0.0064903838,-0.08986127,-0.22512013,0.046616256,-0.033118237,-0.1513929,-0.010120181,-0.01206641,-0.06412036,-0.20575744,-0.19405207,-0.07734341,-0.035623003,-0.10628556,-0.054202866,-0.038274188,-0.009980863,0.2164111,0.05379341,-0.06528774,-0.05874806,-0.07116917,-0.04143461,0.17795634,0.19453888,0.18261662,0.13730815,0.042152353,-0.08727755,0.08686327,-0.022081694,-0.059225444,0.072812006,0.020075181,-0.10253067,0.04304342,0.14520007,-0.037388902,-0.01334619,0.14797078,0.017354522,0.08724577,0.17776689,0.06261554,-0.05621378,-0.07178553,-0.23230083,-0.059114356,-0.026827332,-0.101068735,0.16886468,0.031283043,0.031178685,-0.0068003275,0.17375608,-0.22324379,0.09152807,-0.037971865,0.048246335,0.106725045,-0.056258738,-0.053352267,-0.020363802,0.061943498,0.1417225,-0.02016291,0.007128844,-0.09252901,0.08269236,0.015902283,0.018972093,-0.09192129,0.047831357,-0.04451384,0.03783296,-0.10256056
TCGA-AN-A0XU-01A,-0.07685454,-0.043114603,0.20576994,0.12525056,-0.023690982,0.026576009,0.004295752,0.012909971,0.053975478,0.05616391,-0.1037611,0.02102492,0.010648423,0.18646304,0.07452752,-0.08124486,0.08071087,0.004767978,-0.10669626,0.07050424,-0.025507001,0.0041240966,0.0444153,-0.049832523,0.08675318,-0.23848131,-0.25000033,-0.0555908,-0.028797176,-0.105124876,-0.03987112,-0.084310025,-0.0030667929,-0.1666787,-0.14797477,-0.10240626,-0.1524447,-0.0353048,-0.01129644,-0.13689113,0.015891977,0.17289907,0.020003261,-0.12931755,-0.052864812,-0.0756947,0.016592829,-0.06244956,0.0025803798,0.0051592737,0.010253917,-0.03725021,-0.018292079,0.08420455,-0.11478633,0.045966506,0.044628363,-0.048658334,0.071192965,0.045801956,0.12948012,0.15278344,0.042908575,0.12942417,-0.08782427,0.08216045,0.1658149,-0.11335162,0.054746605,0.14721614,-0.28402036,0.028529672,0.043605555,-0.11493097,0.22848907,-0.024127062,-0.13618505,0.105568744,0.009817878,0.008206685,-0.03414933,-0.021274244,0.026828336,0.02745738,-0.026165746,-0.10525934,-0.0915194,0.1963493,0.15184917,-0.08623548,-0.04762334,-0.06199961,0.14912894,0.117309645,0.041112132,-0.10396261,-0.09673965,-0.07499932,0.05130441,-0.09313405
TCGA-D8-A27G-01A,0.12195012,0.044419743,0.0015732406,0.093598686,-0.12990582,0.012191397,-0.009953518,0.015975924,-0.018405,-0.07907391,-0.14981776,0.004415165,0.07039414,0.18619658,0.15070204,0.024548948,0.11974192,0.030650819,0.017001959,-0.15619723,-0.18272153,-0.0713678,0.06351077,0.20941141,-0.01212776,-0.047756627,-0.24147676,-0.10696215,0.0505342,-0.09009795,-0.09848566,0.09211357,-0.15371642,-0.15207496,0.025631132,-0.16353655,0.009364486,-0.036712628,-0.04358445,0.008668823,-0.031205982,0.15061168,0.07690677,-0.14239979,-0.06891277,-0.007633927,0.052288864,0.015012169,-0.010756397,0.10418937,0.23043875,0.067430705,0.040644996,0.06257673,0.0006615047,-0.042324938,0.12175082,-0.06557839,-0.025260394,0.060716413,0.007997094,-0.0014790986,-0.085375115,-0.038833536,0.11802848,0.0013228747,0.040665768,0.039133955,-0.14863288,-0.15325573,-0.08113101,0.043475784,-0.07871949,-0.19077365,0.026665958,0.014405952,-0.10297232,0.025980147,0.12868127,-0.053086564,-0.03206688,-0.05985312,0.07611332,0.13963947,-0.17984252,-0.104706325,0.117202,0.09600905,0.20152906,-0.093289115,-0.09150913,-0.019511446,-0.019750528,0.020354647,0.21591052,-0.03180138,-0.019550761,0.08752591,0.061032623,-0.18548912
TCGA-D8-A27L-01A,-0.009350727,-0.008091657,0.10592376,0.027960751,-0.05327752,0.019277392,0.09323333,-0.013703728,-0.17777632,0.0064202333,0.02986828,-0.05820506,0.041876387,0.20762093,0.13585307,-0.05119555,0.098423734,0.0062587443,0.069439076,-0.095693104,-0.042183165,-0.11406622,-0.058310013,0.11224287,-0.091850534,0.20776618,-0.19252217,0.0011215045,0.0075409627,0.09294953,-0.03756389,-0.02558107,-0.21737024,-0.3188753,-0.0939247,-0.0037274482,-0.003531043,-0.11687515,0.021293083,-0.018640611,-0.112634495,0.14753774,0.08212949,-0.041646533,0.0045942026,0.04319126,0.015880672,0.037998024,-0.016363379,0.024184642,0.06106573,0.044143565,0.041205008,0.26714355,0.007020331,0.0731836,0.15487514,0.06036643,-0.020356363,0.100707196,0.023777923,0.09756952,-0.040782515,0.02530442,-0.033032298,0.036487427,0.14341243,-0.028812876,-0.046710044,0.101326525,-0.13802245,0.027270714,0.0514661,-0.23750177,0.2233754,0.009557283,-0.17303541,-0.06847207,0.16834925,-0.04950697,0.06955004,-0.10655139,0.020718155,0.04808687,0.079698116,-0.10888204,0.11650763,0.021948026,0.14814231,-0.012766663,0.07463905,-0.078691445,-0.004127458,-0.042667385,0.14224342,-0.021184685,0.07435635,0.09267943,0.114640154,0.016126325
TCGA-C8-A26Y-01A,0.05360179,0.06245597,0.061403543,0.067137815,0.07247735,0.04809179,0.03845637,0.03551194,-0.10432308,0.09133497,-0.123782516,0.043102846,-0.010013872,0.1928866,0.042727984,-0.09971809,0.16021468,0.09653193,-0.030356372,0.082551524,-0.06903796,-0.070347995,-0.09841222,0.14898807,0.13283195,-0.09000123,-0.16014344,-0.16869032,0.02019561,-0.102198735,0.020485502,-0.05992375,-0.033748195,-0.11091593,-0.06510418,-0.16192381,-0.13157514,0.07376486,-0.052588467,0.06863736,0.03436719,0.18744,0.021095496,-0.18921444,-0.0050414363,-0.09226547,0.025078012,-0.13164787,0.016444027,0.013458986,0.032533538,0.0714047,0.04321344,-0.0196039,-0.0018253565,-0.030307142,0.13717662,0.055263408,-0.109054856,0.14916527,0.05981015,-0.099630706,0.045146197,0.16879041,-0.07436703,-0.14533149,0.15543273,-0.090964526,-0.024717545,0.029528702,-0.1556521,0.0347902,-0.15225771,-0.20998248,0.0702858,0.037373208,0.005259593,0.06618735,0.03957772,0.028357176,0.05618455,-0.030994363,-0.057579305,0.22361098,-0.0892453,-0.037420675,-0.119476125,0.16353656,0.19498415,-0.106065266,0.06868305,-0.22993648,0.13543361,-0.06206822,0.10581361,0.013871422,-0.034785226,-0.064704515,-0.037985303,-0.07495036
TCGA-3C-AAAU-01A,-0.03413443,-0.10970908,0.18050383,0.02558198,0.049373813,-0.025821459,0.053670052,0.049046736,-0.055883784,0.16060227,-0.016142089,0.032055605,-0.039874375,0.032220375,0.09259491,0.06768862,0.050920274,0.07408609,0.014156758,-0.03127573,-0.013615462,-0.078110114,-0.116803125,0.14520964,-0.13483179,-0.004018054,-0.2632139,-0.105794504,0.034881685,-0.09883587,-0.042208336,0.06346448,-0.07221788,-0.19465888,-0.05468193,-0.120992854,-0.11125586,0.036985096,-0.06711092,-0.0066415058,0.0077413116,0.050041154,0.14370182,-0.0672067,-0.060574874,0.10527324,-0.03977726,-0.030016288,0.090171404,0.21527644,0.08828775,0.073534034,0.036980126,-0.04082549,-0.018777715,0.048697554,0.0312621,-0.093374655,-0.1444851,-0.03805647,-0.033085387,0.11678953,-0.056142606,0.18604338,-0.0041524456,-0.028456233,0.15437901,0.111116454,-0.11993619,-0.027636038,-0.16979325,0.122409835,0.005277188,-0.13185969,0.10203508,-0.1553694,0.01363604,0.11775025,0.19009334,0.012550997,0.04019084,-0.049403764,-0.085095674,0.1118465,0.026186578,-0.07333316,-0.010613617,0.116483875,0.22898564,-0.15195559,0.025350992,0.030356916,0.16100934,0.13950174,0.25080392,-0.029465843,-0.07667981,-0.024271097,0.12526496,-0.035476286
TCGA-A2-A0CT-01A,0.007184988,-0.013543888,0.16116332,-0.06826994,0.00036854675,0.13665362,0.04307845,0.004104405,-0.10143541,0.0879805,0.046129547,-0.090764746,-0.07266513,0.30383164,0.17994156,0.0038350145,0.019611262,0.06305601,0.11417708,-0.02185259,-0.115334384,0.054260857,-0.008747959,-0.047482956,0.037305556,0.05504283,-0.10447329,-0.0028090691,-0.014485192,-0.08832712,0.0009981829,-0.012095156,-0.11267758,-0.20721129,0.051999163,-0.05944901,-0.053137336,-0.08692785,-0.030564468,-0.06056001,-0.0064828983,0.15397044,0.2185221,-0.087110445,0.018207759,-0.12019932,0.033712137,0.07346446,0.14799571,0.08763644,0.20038804,0.034617707,0.006351391,0.035404116,0.013790734,0.08348758,-0.0060987067,-0.09021588,-0.03971571,0.18752205,-0.00089617213,0.052301817,-0.12993984,0.1624237,-0.09514455,0.125583,0.17294814,0.061197653,-0.17998613,-0.04970011,-0.15447249,0.093708456,0.053796437,-0.17669088,0.09518955,0.057587825,-0.076519385,-0.005408925,0.16231874,0.097963884,0.0066416953,-0.12645398,-0.03299949,0.1325938,-0.09041557,-0.052320965,-0.050516903,0.12287394,0.18642075,-0.006262544,0.11398152,-0.03665197,0.052886415,0.1046443,0.08197038,-0.036206324,-0.013128806,-0.04141286,0.06870029,-0.16611241
