id	filename	md5	size	state
2dc45719-8920-4984-bfdc-b7d6940f9d75	2dc45719-8920-4984-bfdc-b7d6940f9d75/nationwidechildrens.org_clinical.TCGA-A8-A0AB.xml	4459a9cc4026390d6bc99dd6bca990d8	73828	validated
2deae878-dfd4-4778-ae31-2e3a9e5975b1	2deae878-dfd4-4778-ae31-2e3a9e5975b1/nationwidechildrens.org_clinical.TCGA-AN-A0FS.xml	72add9bc3fc77eaa86a4223754b623fe	51352	validated
2e31bdcd-c11a-4f47-b426-6fc0fded867d	2e31bdcd-c11a-4f47-b426-6fc0fded867d/nationwidechildrens.org_clinical.TCGA-A2-A0T3.xml	b25b22ddab506c024a881b5882a8674a	95803	validated
2e7768b6-6862-4d65-bb12-cfa012c875d9	2e7768b6-6862-4d65-bb12-cfa012c875d9/nationwidechildrens.org_clinical.TCGA-A8-A08H.xml	ae5d5e932de5d4064e3f639abaf772c1	36330	validated
2e8350e1-ff7c-4395-8a97-2aa05220dd40	2e8350e1-ff7c-4395-8a97-2aa05220dd40/nationwidechildrens.org_clinical.TCGA-A2-A04N.xml	5ca2e8586e7ea218bf62ed42edc95c53	93598	validated
2f49fea2-3c8c-4690-a561-d5001a86c215	2f49fea2-3c8c-4690-a561-d5001a86c215/nationwidechildrens.org_clinical.TCGA-A8-A08P.xml	62b5cf470ab05a0ff030091006c423b8	90375	validated
2f7ed67d-7c4c-4990-84c4-982cd5e885ab	2f7ed67d-7c4c-4990-84c4-982cd5e885ab/nationwidechildrens.org_clinical.TCGA-E2-A15A.xml	e75c242d825f32f18799eb1f2155d553	80769	validated
30715284-b1ae-4f23-a690-9cab2acf9392	30715284-b1ae-4f23-a690-9cab2acf9392/nationwidechildrens.org_clinical.TCGA-A8-A09B.xml	54eb13d18605a7cc01001859d2f01e2d	84157	validated
3132651d-c2d6-44ad-9234-939d98f356b9	3132651d-c2d6-44ad-9234-939d98f356b9/nationwidechildrens.org_clinical.TCGA-B6-A0RH.xml	ca17faaa5b225281d4ae1f3d5e20154d	65355	validated
3181a3ef-3317-4b47-916b-c1527d2e3309	3181a3ef-3317-4b47-916b-c1527d2e3309/nationwidechildrens.org_clinical.TCGA-E2-A15P.xml	bafcc118e35b80482feb0a415fc4ebb5	68493	validated
